,POI_id,POI_Type,Location_id,Latitude,Longitude,Category,Org_id,yelp_id,name,stars
82,442,Independent,442,51.043202,-114.08748100000001,Grocery Store,4bb90f4598c7ef3bd1be3102,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5
83,835,Independent,835,51.069351,-113.98405,Grocery Store,4bb7af653db7b713ac62209a,J9p2oPNouZu7Qqoc6ZheKA,Real Canadian Superstore,3.0
84,2209,Combined,992,51.086328,-114.156272,Department Store,4b6dc3e2f964a520c18d2ce3,xQlQb8yzYO4O5F39OuR7gA,Hudson's Bay,2.5
85,777,Independent,777,51.05408900000001,-114.09469299999999,Japanese Restaurant,4b0586ecf964a520ce7522e3,inkczVh91Kt4MdwAfKeFWw,Muku Japanese Noodle House,4.0
86,2209,Combined,997,51.082822,-114.154247,Electronics Store,4b06f8a1f964a5208ff422e3,Z9zCD9sVsvyeZnwNYbihqg,Apple Store,4.0
87,581,Independent,581,51.125584,-113.944176,Pizza Place,4b456f7bf964a520b20c26e3,fovLON4LAVRqZLwsndsGOA,Pizza 73,3.0
88,2209,Combined,993,51.086263,-114.15433700000001,American Restaurant,4bc1fca3920eb7139e661b2c,xLM26ItewI_hMGpMXTjn1g,Milestones Restaurants,3.0
89,250,Independent,250,50.989047,-113.959108,Coffee Shop,4b7c20aef964a5209c7e2fe3,CxFXHufCJtGdeXdQjAmvlg,Tim Hortons,2.5
90,1021,Independent,1021,51.068220000000004,-114.159342,Medical Center,4ba7ef2af964a520edbf39e3,S6DWd1rJEjtmh4FC74kOYg,"Ken Alanen, MD",1.5
91,142,Independent,142,50.91607800000001,-113.96229699999999,Gym,4b58ca2ef964a520566b28e3,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
92,2210,Combined,1040,51.084359,-114.125504,Burger Joint,4b819aa2f964a52018b230e3,OjjbyQyzJji9wNgOOBUbIA,Harvey's,3.0
93,910,Independent,910,51.081842,-113.99681100000001,Fast Food Restaurant,4b6dc0bff964a5208e8c2ce3,uoGdzFkeHlPcJBOZ_sR9CA,McDonald's,1.5
94,571,Independent,571,51.039701,-114.08166899999999,Pizza Place,4be5f6d3bcef2d7f689c04e5,7nI-0MaujBqpM2smc3bD-g,Big John's Pizza & Donairs,3.5
95,570,Independent,570,51.040032000000004,-114.081751,Donut Shop,4db848ec43a1a75c1f6f960c,1vtfUVGkcdikfBp7RSk9pg,Jelly Modern Doughnuts,4.0
96,859,Independent,859,51.052726,-113.98293999999999,Italian Restaurant,4b0586e8f964a5206d7422e3,KMnFlu3SifyKWKVeMX1UFg,Olive Garden Italian Restaurant,3.0
97,2102,Combined,1263,51.045919,-114.06928500000001,Bookstore,4bfc1803d6f2c9b666b54ec8,fuV_dlamYVpvLHPfXrfxCg,Indigo,3.0
98,1244,Independent,1244,51.045516,-114.07135600000001,Coffee Shop,4b0d853bf964a520144a23e3,ZELWbKmXH_Cc5r3NEOLNqg,Starbucks,3.5
99,1206,Independent,1206,51.045201,-114.05663100000001,City Hall,4b264781f964a520c47924e3,BdQ_EJBlZY1t-6mCbULOIA,City Hall and Municipal Complex,3.0
100,1193,Independent,1193,51.051024,-114.061553,Chinese Restaurant,4b6b6ebef964a52070082ce3,43V5SUyC04za5ITSvRndog,Great Taste Chinese Restaurant,4.0
101,1102,Independent,1102,51.047109999999996,-114.080675,Restaurant,4b05aa23f964a5208ce022e3,-hBRP99YCr_8Xb8WG5YQmg,Moxie's Grill & Bar,3.5
102,305,Independent,305,50.99021,-114.07215,Sushi Restaurant,4af37e26f964a52020ee21e3,g7LC8EnBxXFWhm4UrriCJg,Kinjo Sushi,4.0
103,709,Independent,709,51.119526,-114.15442900000001,Gym,4b7c4252f964a520f5872fe3,USjXfWQQDjAU-Mpk45pvZA,Edgemont World Health,3.0
104,190,Independent,190,50.97267,-114.09653700000001,Coffee Shop,4b116759f964a520d27b23e3,Y1WPRHUR2goocvJcNsBlYA,Starbucks,3.0
105,372,Independent,372,51.01498400000001,-114.064431,Korean Restaurant,4b47e08bf964a5208c4226e3,5Hn-PqlBUwxyO808AJKhaw,Seoul Korean BBQ Restaurant,3.5
106,896,Independent,896,51.079532,-114.000152,Hotel,4c0724f5b4aa0f47404a6562,o4RRBnPFUMNLDeJPMezRIQ,Super 8 by Wyndham Calgary/Airport,1.5
107,179,Independent,179,50.949425,-113.98021899999999,American Restaurant,4c696dfb1a6620a1c680638c,mKtBdeJFHdaFeuZHtVyBnA,Denny's,3.5
108,1105,Independent,1105,51.04888,-114.08095900000001,Coffee Shop,4b0c29c4f964a520213823e3,Tt7syUJHEuONVjczXnkEuQ,Tastebuds & Co Cafe,4.0
109,1100,Independent,1100,51.047071,-114.080872,Hotel,4b0586e6f964a520a87322e3,5x-h1vryKFRAuvLJFbSYuA,Sandman Hotel Calgary City Centre,2.0
110,2220,Combined,161,50.932210999999995,-113.961583,Fast Food Restaurant,4c9e20498afca0934076fd15,ap7qSvGnY3hrhjO1RQKn2Q,McDonald's,1.5
111,293,Independent,293,50.984190999999996,-114.072825,Caf,4d28c974b818a35d07a7988a,cK7zYPzoXcVH040Cc7SjbA,Glowing Hearts Coffee Company,3.5
112,135,Independent,135,50.91589000000001,-113.958422,Bank,4beb12f562c0c92893aae1d4,uy-0uxEP1gJ5zjCpsQ8bZA,TD Canada Trust,3.0
113,561,Independent,561,51.042365000000004,-114.080572,Grocery Store,4b476c10f964a5208a3126e3,ndNFN1w2P0WxqFk9Ug8X8g,Safeway,3.0
114,2220,Combined,170,50.934746999999994,-113.965101,Gym,4b39666bf964a520095c25e3,KujHgngPOJPuy393_QByyQ,GoodLife Fitness,3.0
115,947,Independent,947,51.062616999999996,-114.09255,Concert Hall,4c28cca6ed0ac9b6b1c160aa,cPRXswksG5uHCOrask1Y7Q,Southern Alberta Jubilee Auditorium,4.0
116,263,Independent,263,50.97893,-114.059618,Mexican Restaurant,4bb7f0401261d13ab320e898,_zcXCwMQns9Ca1JcaDc2bg,Tu Tierra,3.5
117,2105,Combined,1139,51.045574,-114.064516,Nightclub,4cd4fc44886cb60c24838189,-9Ff8WEoiFsw_mfmJ4Nlcw,The Bank & Baron Pub,3.0
118,2105,Combined,1239,51.045706,-114.06711499999999,Fast Food Restaurant,4b76ed79f964a5205f6b2ee3,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
119,753,Independent,753,51.046188,-114.145426,Fast Food Restaurant,4b68f323f964a52079942be3,csOhQBVaRpYMJCVrmneD9w,DQ Grill & Chill Restaurant,4.0
120,363,Independent,363,51.00584600000001,-114.065898,Doctor's Office,4cd84bdb2a805481b15e9b2c,Hhv2U1evKNpW5rltwYxRoA,Mitchell Eye Centre,1.5
121,49,Independent,49,50.907053999999995,-114.109128,Coffee Shop,4b4b56a0f964a520f89726e3,BS1Jv5ustkH61--p_ZFc7Q,Starbucks,4.0
122,1101,Independent,1101,51.047388,-114.08086000000002,Coffee Shop,4b1eb46ef964a520281e24e3,j2Ig_jtAflSrJCZwTFU62g,Tim Hortons,4.0
123,2300,Combined,673,51.123667,-114.20306599999999,Fast Food Restaurant,4b707414f964a520661b2de3,LPH63JYrHo9MdIexztrX1A,McDonald's,2.0
124,2211,Combined,1059,51.066563,-114.099134,Men's Store,4bfedd634e5d0f473e477d1f,cDolrN75APo29cuzyFAKIA,Moores Clothing for Men,3.0
125,2220,Combined,169,50.933993,-113.963269,Furniture / Home Store,4ba55c3cf964a520fdfe38e3,AmXZNhK3ub9mw-2IhKpMAg,Home Outfitters,4.0
126,2220,Combined,168,50.933771,-113.96240300000001,Bookstore,4b3fadf8f964a5200aac25e3,KxUF6KqhpJTwKPfLHYeLuw,Indigo Books & Music,5.0
127,2211,Combined,1060,51.065659000000004,-114.09721299999998,Department Store,4c1cefbcb4e62d7f82cfdb93,ya_3U-LiZxqXQlQXXbSRIA,Sears,2.0
128,405,Independent,405,51.037535,-114.05173300000001,Stadium,4b15508cf964a520c3b023e3,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5
129,2215,Combined,31,51.019039,-114.17363700000001,Grocery Store,4be87be8947820a1e0f4b4db,0qOOTYcJT1Tij4gswgYKvQ,Real Canadian Superstore,3.0
130,382,Independent,382,51.03445900000001,-114.06315,Gym / Fitness Center,4b272365f964a520e48424e3,UPD8FCmyKk0hOeNCcNy_wQ,Repsol Sport Centre,4.0
131,886,Independent,886,51.072672,-114.000822,Coffee Shop,4b6c7f2ef964a520cf3e2ce3,ojmUat9X2l2VYhstpLyX9Q,Tim Hortons,3.0
132,491,Independent,491,51.041722,-114.07448799999999,Bar,4bb818607421a5939d88c140,mLlJY0Pd6IzhnahKNYqrQQ,Hudsons Canada's Pub,3.0
133,663,Independent,663,51.13648,-114.161221,Grocery Store,4b427b6ff964a520c1d425e3,hGyHsm0zylW0Q2yfT1DnVQ,Real Canadian Superstore,3.5
134,275,Independent,275,51.022779,-114.11613799999999,Grocery Store,4b6375c4f964a5207e7b2ae3,bTgVYrO1vJsgJReNubHZ8Q,Safeway,2.0
135,350,Independent,350,50.997051,-114.06888400000001,Pet Store,4b468466f964a520352326e3,TzGidXF_Cfwwtw8pL9wQyg,PetSmart,3.0
136,1179,Independent,1179,51.047948,-114.07184099999999,Spiritual Center,4b0586eaf964a520e37422e3,iHQEgfGpvySOJBKakRGFvA,Knox United Church,5.0
137,470,Independent,470,51.040538,-114.06600800000001,Pub,4b071a81f964a5204bf722e3,PkuVuaDOt5vI0d7Oer7nkg,St. James Corner Restaurant & Irish Pub,4.0
138,2210,Combined,1044,51.086054,-114.12843500000001,Pub,4ecf19c70e61efa32f80c502,G5zO_PJ0JukksWdXG9Qbxg,Jamesons Pub,3.0
139,2210,Combined,1046,51.086861,-114.126897,Pub,4b1f09f8f964a5202d2324e3,kzuTN7d_1dKK55fKYtCY3Q,The Kilkenny Irish Pub,3.0
140,518,Independent,518,51.037632,-114.078464,Coffee Shop,4b47ea32f964a520da4326e3,npzBC_u6zCqMv9HgLbL9nA,Starbucks,3.5
141,500,Independent,500,51.03881,-114.0717,Diner,4b92a452f964a520cc0c34e3,EwGXv_d6zAgkVPuXRI2A8A,Red's On 4th,3.5
142,19,Independent,19,51.020853,-114.142821,Bakery,4b64c1a0f964a5209fcd2ae3,rYIQ5HjxFtfdKhIboOHxXw,Glamorgan Bakery,4.5
143,2209,Combined,994,51.085679,-114.15709,Toy / Game Store,4b9c0357f964a520c14036e3,WzX6xq7UNAfQNEcmD8cf4A,Toys R Us,4.0
144,2300,Combined,693,51.12683300000001,-114.19675900000001,Liquor Store,4b21e894f964a5205b4224e3,umVXjyNFublqeCUXo0dSag,Crowfoot Wine & Spirits,4.0
145,1081,Independent,1081,51.04784,-114.05039199999999,Event Space,4f08bee2e4b0d6422b3640ea,ZLiidgMHm6Wmo2QVfP6GgQ,Art On Wheels!,2.5
146,1253,Independent,1253,51.045916999999996,-114.071399,Clothing Store,4bd0ac979854d13a3b34f84d,dh0IvJMblm_zP3sALA-ZMg,Brooks Brothers,3.0
147,2301,Combined,331,50.986081,-114.041925,Grocery Store,4b5500ecf964a5206fd727e3,cnccLzpxDEo2Vi1XzJ_JLQ,Real Canadian Superstore,3.5
148,775,Independent,775,51.054235,-114.09438200000001,Sushi Restaurant,4b43a7fbf964a52066e525e3,omGsmF_9EgoPCfoRioCrcA,Globefish Kensington,4.0
149,1094,Independent,1094,51.045025,-114.08140700000001,Strip Club,4ec74ff493ad41338ca9361e,R0TiQjTK-IuAq75bTLw0dw,Boudoir Rouge,2.5
150,389,Independent,389,51.0377,-114.093787,Vietnamese Restaurant,4b0586ebf964a520897522e3,T2EfSFA07WTb4ynh5z8mqw,Co Do Vietnamese Restaurant,3.5
151,2301,Combined,243,50.983498,-114.0413,Coffee Shop,4b2695f4f964a520f27d24e3,tRRNwYc68jcUMdVx0Tb2UQ,Starbucks,3.5
152,434,Independent,434,51.042885999999996,-114.07613700000002,Cosmetics Shop,4d433e2b15aa8cfa7115fb99,CxtQzjowbMDU-U-_yOrnMg,Impactful Beauty,2.5
153,1190,Independent,1190,51.049768,-114.059417,Government Building,4b831333f964a5200ef630e3,phAxDI805BH3yaLyDdVtoA,Calgary Centre Service Canada Centre,2.5
154,1074,Independent,1074,51.044406,-114.09173700000001,Grocery Store,4b0586eef964a5206c7622e3,UfnDhx_yJnU-bfvBcqCC7A,Arirang Oriental Food Store,4.0
155,2204,Combined,750,51.098388,-114.143121,Department Store,4d717993296c721e23ae9853,TF4tjYx5NjTxRQAi4Swj7w,Northland Village,2.5
156,2204,Combined,747,51.099834,-114.143387,Department Store,4b7c692cf964a520a8912fe3,CXyY9yAubURh83kFhDWYEw,Winners,3.0
157,2204,Combined,742,51.096946,-114.1431,Department Store,4b32ea7ff964a520f71525e3,UiLNGXQwhwdof-XZEOZ2nQ,WalMart,2.5
158,307,Independent,307,50.990189,-114.07088700000001,Music Store,4d17d3816c8b5481401eedcc,vNSGDIYdvzB4dXuuidfJaA,Guitarworks,4.0
159,202,Independent,202,50.971777,-114.06962299999999,Bike Shop,4bafb339f964a520d6183ce3,gDTXzbuDJAARy3bSqTzuNA,The Bike Shop South,4.0
160,2103,Combined,1160,51.051997,-114.06984299999999,American Restaurant,4b0586eaf964a520147522e3,XbyGwD2UtQNov8MnJOv7pQ,Flower & Wolf,4.5
161,899,Independent,899,51.079882,-113.987948,Strip Club,4b1ddc07f964a520f51524e3,NUGXuxdv3ef0XGqNsoU4qg,CatHouse,2.5
162,316,Independent,316,50.995157,-114.07401200000001,Steakhouse,4c4a5db4959220a1d047010e,8fFdKtJ-xPZS-ExpqDCctQ,Chop Steakhouse & Bar,3.5
163,418,Independent,418,51.043633,-114.06518700000001,Pub,4aeccc23f964a52049cb21e3,-dWbB9wKYsH-HESAANWajw,Bottlescrew Bill's Pub / Buzzards Restaurant & Bar,3.5
164,864,Independent,864,51.071065999999995,-113.982918,Pub,4b6e5447f964a5208cb82ce3,dr2RuJv25hyFXe8spy4AWw,Shillelagh's Pub,2.0
