,final_time,category_checkin,category_Pnum,category_stars,POI_id_stars,POI_id_Popular,Location_id_Popular,Combined_Category,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,yelp_id,name,stars
29,2013-07-08 12:28:01+00:00,2.0,2,3.5,3.225,5.05,3,Drink,1249,2102,Combined,4b3ffa5df964a5206ab325e3,521,Mon Jul 08 19:28:01 +0000 2013,-360,51.04482700000001,-114.068849,Coffee Shop,6umdBLNv5DFCoGxjnH6Ajg,Starbucks,4.0
30,2013-07-08 12:28:36+00:00,2.0,1,4.0,4.0,2.0,2,Food,1218,1218,Independent,4b2836ecf964a520019124e3,521,Mon Jul 08 19:28:36 +0000 2013,-360,51.044533,-114.063019,American Restaurant,bwpvo0hDKzHzZoak0vFqBQ,Ruth's Chris Steak House,4.0
31,2013-07-08 15:52:29+00:00,10.0,1,4.5,3.75,3.5,10,Food,1160,2103,Combined,4b0586eaf964a520147522e3,521,Mon Jul 08 22:52:29 +0000 2013,-360,51.051997,-114.069843,American Restaurant,XbyGwD2UtQNov8MnJOv7pQ,Flower & Wolf,4.5
32,2013-07-08 15:52:33+00:00,4.0,1,3.5,3.75,3.5,4,Nightlife Spot,1161,2103,Combined,4b0586ecf964a520ca7522e3,521,Mon Jul 08 22:52:33 +0000 2013,-360,51.05217,-114.069634,Pub,WLEneu6YVE_qM4NGXj2Ddg,The Barley Mill,3.5
33,2013-07-09 11:09:19+00:00,8.0,1,3.5,3.5,8.0,8,Food,1180,1180,Independent,4b0b597bf964a520a93023e3,521,Tue Jul 09 18:09:19 +0000 2013,-360,51.049681,-114.069102,Steakhouse,kunLUCRIhzyZrxJQ5b-Mbw,The Keg Steakhouse + Bar - Calgary,3.5
34,2013-07-09 11:09:39+00:00,5.0,1,3.5,3.5,5.0,5,Drink,1182,1182,Independent,4b31484cf964a520df0325e3,521,Tue Jul 09 18:09:39 +0000 2013,-360,51.049652,-114.069732,Coffee Shop,RquAcUUATxCkOlaqoUcVJg,Starbucks,3.5
35,2013-07-09 14:44:09+00:00,3.0,1,3.0,3.0,3.0,3,Nightlife Spot,1184,1184,Independent,4fc53a9be4b0d6790edafada,521,Tue Jul 09 21:44:09 +0000 2013,-360,51.049365,-114.069418,Bar,kJyVvFj0Jl1lS2Z7mi9pJw,Spur Gastropub,3.0
36,2013-07-09 17:48:23+00:00,5.333333333333333,3,3.5,3.772727272727273,5.0,5,Food,1219,2104,Combined,4b22926ef964a520444924e3,521,Wed Jul 10 00:48:23 +0000 2013,-360,51.04536,-114.062805,American Restaurant,LlJn7Q7Ow0lwQpk4gg0KeQ,Milestones,3.5
37,2013-07-09 17:48:44+00:00,5.333333333333333,3,3.5,3.772727272727273,5.0,1,Food,1224,2104,Combined,4b0586ebf964a520997522e3,521,Wed Jul 10 00:48:44 +0000 2013,-360,51.045534,-114.062617,American Restaurant,Flb_GvJ8d4UR2JuHyHlFzA,Thomsons Restaurant,3.5
38,2013-07-09 18:09:03+00:00,2.0,1,2.5,2.5,2.0,2,Food,541,541,Independent,4c689ece428a0f47dd8d001b,521,Wed Jul 10 01:09:03 +0000 2013,-360,51.037998,-114.087712,Pizza Place,i6IwLa77KFAJ8ZhAdK6u6w,Boston Pizza,2.5
39,2013-07-10 10:11:53+00:00,1.0,1,2.0,2.0,1.0,1,Food,1109,1109,Independent,4fec61ace4b008df5dc9029e,521,Wed Jul 10 17:11:53 +0000 2013,-360,51.045404,-114.077451,Caf,W-aLwZKWgmied8UsUOYhPg,Timothy's World Coffee,2.0
40,2013-07-10 10:12:21+00:00,2.0,1,3.5,3.5,2.0,2,Nightlife Spot,1107,1107,Independent,4b0586e8f964a520577422e3,521,Wed Jul 10 17:12:21 +0000 2013,-360,51.04506,-114.07634,Bar,n9txQRF6TuOs8CnEQCuWNg,Soho Bar & Grill,3.5
41,2013-08-20 04:52:33+00:00,11.0,1,2.0,2.0,11.0,11,Travel Spot,1100,1100,Independent,4b0586e6f964a520a87322e3,521,Tue Aug 20 11:52:33 +0000 2013,-360,51.047071,-114.080872,Hotel,5x-h1vryKFRAuvLJFbSYuA,Sandman Hotel Calgary City Centre,2.0
42,2013-08-22 05:38:19+00:00,11.0,1,2.0,2.0,11.0,11,Travel Spot,1100,1100,Independent,4b0586e6f964a520a87322e3,521,Thu Aug 22 12:38:19 +0000 2013,-360,51.047071,-114.080872,Hotel,5x-h1vryKFRAuvLJFbSYuA,Sandman Hotel Calgary City Centre,2.0
43,2013-08-22 05:38:49+00:00,14.0,1,4.0,4.0,14.0,14,Drink,1101,1101,Independent,4b1eb46ef964a520281e24e3,521,Thu Aug 22 12:38:49 +0000 2013,-360,51.047388,-114.08086000000002,Coffee Shop,j2Ig_jtAflSrJCZwTFU62g,Tim Hortons,4.0
44,2013-08-23 06:32:16+00:00,7.0,1,3.5,3.5,7.0,7,Food,1102,1102,Independent,4b05aa23f964a5208ce022e3,521,Fri Aug 23 13:32:16 +0000 2013,-360,51.04711,-114.080675,Restaurant,-hBRP99YCr_8Xb8WG5YQmg,Moxie's Grill & Bar,3.5
45,2013-09-12 15:15:37+00:00,24.0,1,3.5,3.5,24.0,24,Travel Spot,1181,1181,Independent,4b0586e6f964a5209f7322e3,521,Thu Sep 12 22:15:37 +0000 2013,-360,51.04996,-114.06965,Hotel,fbbO2vNsYPhi11Se7T95lQ,The Westin Calgary,3.5
46,2012-06-11 07:01:01+00:00,1.0,1,2.5,2.5,1.0,1,Travel Spot,1079,1079,Independent,4bda86b52a3a0f476060abb6,700,Mon Jun 11 14:01:01 +0000 2012,-360,51.046356,-114.051987,Hostel,QjfxI1bCofojlO4FSgpLbQ,HI-Calgary City Centre,2.5
47,2012-06-11 07:01:32+00:00,37.0,1,3.5,3.5,37.0,37,Travel Spot,1207,1207,Independent,4b21a170f964a520373f24e3,700,Mon Jun 11 14:01:32 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,City Hall LRT Station,3.5
48,2013-01-18 10:09:39+00:00,1.0,1,3.5,3.125,1.25,1,Shop,87,2219,Combined,508adb21e4b0578944b9372e,939,Fri Jan 18 17:09:39 +0000 2013,300,50.930549,-114.029554,Department Store,XaL-KFkk49j29C9ZYbJiSQ,Walmart,3.5
49,2013-02-13 22:53:41+00:00,148.0,1,3.5,3.5,148.0,148,Outdoor,405,405,Independent,4b15508cf964a520c3b023e3,1228,Thu Feb 14 05:53:41 +0000 2013,-420,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5
50,2013-03-13 22:28:54+00:00,148.0,1,3.5,3.5,148.0,148,Outdoor,405,405,Independent,4b15508cf964a520c3b023e3,2846,Thu Mar 14 05:28:54 +0000 2013,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5
51,2013-04-10 17:20:00+00:00,148.0,1,3.5,3.5,148.0,148,Outdoor,405,405,Independent,4b15508cf964a520c3b023e3,2846,Thu Apr 11 00:20:00 +0000 2013,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5
52,2012-07-17 17:48:27+00:00,22.0,1,3.0,3.0,22.0,22,Nightlife Spot,390,390,Independent,4b7a0f40f964a5203f212fe3,3302,Wed Jul 18 00:48:27 +0000 2012,-360,51.037913,-114.09349,Pub,T1HrlHN5mbT2WGtcfzaf4A,1410 World Bier Haus,3.0
53,2012-07-18 09:34:58+00:00,2.0,1,3.5,3.5,2.0,2,Drink,733,733,Independent,4b0f3c4bf964a520ad6023e3,3302,Wed Jul 18 16:34:58 +0000 2012,-360,51.105117,-114.161128,Coffee Shop,dVoKcnphWwvv2WPZqLRpKw,Starbucks,3.5
54,2012-07-18 11:56:39+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,3302,Wed Jul 18 18:56:39 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
55,2012-07-20 07:31:23+00:00,4.0,1,2.0,2.0,4.0,4,Drink,539,539,Independent,4b482ecaf964a520a24926e3,3302,Fri Jul 20 14:31:23 +0000 2012,-360,51.037604,-114.087231,Coffee Shop,9IuXO57P9EszEhn-SnzgfA,Tim Hortons,2.0
56,2013-07-08 15:17:31+00:00,3.0,5,4.0,3.5277777777777777,4.111111111111111,1,Shop,359,2216,Combined,4e0f8758b61c3fe4780e7408,3481,Mon Jul 08 22:17:31 +0000 2013,-360,51.00003,-114.073094,Clothing Store,3CoHXsCzSejNwMqNZLaoEA,Tory Burch,4.0
57,2013-07-08 17:39:30+00:00,5.0,1,4.0,4.0,5.0,5,Food,138,138,Independent,4fc2c1afe4b00baac731734e,3481,Tue Jul 09 00:39:30 +0000 2013,-360,50.916258,-113.960406,Pizza Place,t43tq66jU-sLXA-TVgKxrg,Famoso Pizzeria,4.0
58,2013-07-09 17:06:54+00:00,5.0,1,4.0,4.0,5.0,5,Food,732,732,Independent,4d59e913c88da1cdf0773f68,3481,Wed Jul 10 00:06:54 +0000 2013,-360,51.105111,-114.162101,Sushi Restaurant,-EcgPVJpwOYJGjkg4YRBhw,Kinjo Sushi,4.0
59,2013-07-09 18:36:00+00:00,2.0,1,4.0,4.0,2.0,2,Shop,734,734,Independent,4af8ceccf964a520141022e3,3481,Wed Jul 10 01:36:00 +0000 2013,-360,51.104972,-114.160789,Bookstore,B8PJGWiQ4ki0Zobu_OsJMg,Indigo,4.0
60,2012-05-05 04:17:35+00:00,5.0,1,2.5,2.5,5.0,5,Food,182,182,Independent,4b9a998ef964a52036c535e3,3629,Sat May 05 11:17:35 +0000 2012,-360,50.95114,-114.002194,Fast Food Restaurant,VY7glXpgWYpGR03xJ03otw,McDonald's,2.5
61,2012-05-05 05:23:19+00:00,37.0,1,3.5,3.5,37.0,37,Travel Spot,1207,1207,Independent,4b21a170f964a520373f24e3,3629,Sat May 05 12:23:19 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,City Hall LRT Station,3.5
62,2012-05-05 14:40:26+00:00,7.0,1,2.5,3.225,5.05,7,Shop,1236,2102,Combined,4b68b6d1f964a520b8882be3,3629,Sat May 05 21:40:26 +0000 2012,-360,51.046493,-114.069757,Drugstore / Pharmacy,x6SbQhXbsczTIg5bDQ3vQA,Shopper's Drug Mart,2.5
63,2012-05-07 04:42:13+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 07 11:42:13 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
64,2012-05-08 04:44:15+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Tue May 08 11:44:15 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
65,2012-05-08 15:02:52+00:00,2.0,1,3.0,3.0,2.0,2,Shop,908,908,Independent,4b3038faf964a520f4f724e3,3629,Tue May 08 22:02:52 +0000 2012,-360,51.081867,-113.990926,Paper / Office Supplies Store,tSIdcUvKCivHxHj6JOjlig,Staples Calgary N.E.,3.0
66,2012-05-08 15:06:10+00:00,10.0,1,2.5,2.5,10.0,10,Nightlife Spot,899,899,Independent,4b1ddc07f964a520f51524e3,3629,Tue May 08 22:06:10 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,CatHouse,2.5
67,2012-05-08 16:00:09+00:00,5.0,1,2.5,2.45,1.9,5,Shop,865,2207,Combined,4b77037df964a52085742ee3,3629,Tue May 08 23:00:09 +0000 2012,-360,51.072853,-113.985438,Sporting Goods Shop,-Ek4ibmfqFFQhcfe_HBzlA,Sport Chek - Sunridge Mall,2.5
68,2012-05-10 11:18:15+00:00,8.0,1,2.5,2.5,8.0,8,Nightlife Spot,1094,1094,Independent,4ec74ff493ad41338ca9361e,3629,Thu May 10 18:18:15 +0000 2012,-360,51.045025,-114.081407,Strip Club,R0TiQjTK-IuAq75bTLw0dw,Boudoir Rouge,2.5
69,2012-05-10 13:20:33+00:00,4.0,1,3.0,3.0,4.0,4,Shop,883,883,Independent,4b4f9d73f964a520a90d27e3,3629,Thu May 10 20:20:33 +0000 2012,-360,51.077565,-113.989935,Hardware Store,MBs2gCAN10240RyryZOKcw,Rona Home & Garden,3.0
70,2012-05-11 14:36:59+00:00,4.0,1,3.0,3.0,4.0,4,Shop,883,883,Independent,4b4f9d73f964a520a90d27e3,3629,Fri May 11 21:36:59 +0000 2012,-360,51.077565,-113.989935,Hardware Store,MBs2gCAN10240RyryZOKcw,Rona Home & Garden,3.0
71,2012-05-11 14:37:43+00:00,17.0,1,4.0,4.0,17.0,17,Shop,884,884,Independent,4b75f725f964a520ba322ee3,3629,Fri May 11 21:37:43 +0000 2012,-360,51.079304,-113.9906,Grocery Store,pih0Ql0yOcVbLUI9eovGIA,Costco Wholesale,4.0
72,2012-05-12 14:03:28+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat May 12 21:03:28 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
73,2012-05-13 04:09:03+00:00,5.0,1,2.5,2.5,5.0,5,Food,182,182,Independent,4b9a998ef964a52036c535e3,3629,Sun May 13 11:09:03 +0000 2012,-360,50.95114,-114.002194,Fast Food Restaurant,VY7glXpgWYpGR03xJ03otw,McDonald's,2.5
74,2012-05-13 14:15:47+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sun May 13 21:15:47 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
75,2012-05-14 04:42:06+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 14 11:42:06 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
76,2012-05-14 14:37:41+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 14 21:37:41 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
77,2012-05-15 14:18:51+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Tue May 15 21:18:51 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
78,2012-05-16 04:43:56+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Wed May 16 11:43:56 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
79,2012-05-16 13:54:17+00:00,10.0,1,2.5,2.5,10.0,10,Nightlife Spot,899,899,Independent,4b1ddc07f964a520f51524e3,3629,Wed May 16 20:54:17 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,CatHouse,2.5
80,2012-05-16 16:17:41+00:00,2.0,1,1.5,1.5,2.0,2,Shop,873,873,Independent,4bbbca9851b89c7445b9862a,3629,Wed May 16 23:17:41 +0000 2012,-360,51.077187,-113.987746,Electronics Store,5Ucdnd5HY78JICUMSqsmFQ,Future Shop,1.5
81,2012-05-17 14:16:39+00:00,10.0,1,2.5,2.5,10.0,10,Nightlife Spot,899,899,Independent,4b1ddc07f964a520f51524e3,3629,Thu May 17 21:16:39 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,CatHouse,2.5
82,2012-05-18 13:52:36+00:00,2.0,1,1.5,3.225,5.05,2,Shop,1258,2102,Combined,4baa6368f964a52081653ae3,3629,Fri May 18 20:52:36 +0000 2012,-360,51.045729,-114.071125,Electronics Store,XZVrxLpCm2XOlNhzJ_bHqA,iPhix,1.5
83,2012-05-18 14:15:03+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Fri May 18 21:15:03 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
84,2012-05-18 22:48:21+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat May 19 05:48:21 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
85,2012-05-19 11:02:59+00:00,1.5,2,3.0,3.225,5.05,2,Food,1257,2102,Combined,4b996721f964a520e07835e3,3629,Sat May 19 18:02:59 +0000 2012,-360,51.04605,-114.070942,Fast Food Restaurant,rz3AeZZ-U5SoqeyNknz2TA,Villa Madina,3.0
86,2012-05-19 11:28:32+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat May 19 18:28:32 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
87,2012-05-21 04:15:08+00:00,5.0,1,2.5,2.5,5.0,5,Food,182,182,Independent,4b9a998ef964a52036c535e3,3629,Mon May 21 11:15:08 +0000 2012,-360,50.95114,-114.002194,Fast Food Restaurant,VY7glXpgWYpGR03xJ03otw,McDonald's,2.5
88,2012-05-21 05:18:40+00:00,60.0,1,3.0,3.0,60.0,60,Outdoor,1206,1206,Independent,4b264781f964a520c47924e3,3629,Mon May 21 12:18:40 +0000 2012,-360,51.045201,-114.056631,City Hall,BdQ_EJBlZY1t-6mCbULOIA,City Hall and Municipal Complex,3.0
89,2012-05-21 13:45:18+00:00,40.0,1,2.0,3.09375,5.25,40,Food,1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 21 20:45:18 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,McDonald's,2.0
90,2012-05-21 14:18:27+00:00,8.0,1,3.5,3.5,8.0,8,Outdoor,1214,1214,Independent,4b0586e9f964a520c27422e3,3629,Mon May 21 21:18:27 +0000 2012,-360,51.04447,-114.062977,Monument / Landmark,5XXFsXKdPxCwHUuw2FeYpg,Calgary Tower,3.5
