POI_id_Longitude,POI_id_Latitude,Local_sg_time,category_checkin,category_Pnum,category_stars,POI_id_stars,POI_id_Popular,Location_id_Popular,Combined_Category,Location_id,POI_id,POI_Type,User_id,TimeStamp,Latitude,Longitude,stars,time,weekend,hour,L2_id,new_id
-114.071598,51.048468,2012-04-22 11:59:03+00:00,5,1,2.5,2.5,5,5,Drink,1174,1174,Independent,521,Sun Apr 22 18:59:03 +0000 2012,51.048468,-114.071598,2.5,11:59:03,1,11,6,6
-114.075437,51.03802,2012-04-22 12:10:20+00:00,1,1,4,4,1,1,Shop,512,512,Independent,521,Sun Apr 22 19:10:20 +0000 2012,51.03802,-114.075437,4,12:10:20,1,12,7,7
-114.060752,51.037408,2012-04-22 12:55:01+00:00,9,1,3.5,3.5,9,9,Art&Entertainment,474,474,Independent,521,Sun Apr 22 19:55:01 +0000 2012,51.037408,-114.060752,3.5,12:55:01,1,12,8,8
-114.073691,51.037878,2012-04-22 12:56:41+00:00,42,1,4,4,42,42,Nightlife Spot,509,509,Independent,521,Sun Apr 22 19:56:41 +0000 2012,51.037878,-114.073691,4,12:56:41,1,12,5,5
-114.062233,51.069172,2012-04-22 13:16:11+00:00,5,1,2,2,5,5,Shop,790,790,Independent,521,Sun Apr 22 20:16:11 +0000 2012,51.069172,-114.062233,2,13:16:11,1,13,9,9
-114.00032,51.082188,2012-04-23 07:24:18+00:00,7,1,4,4,7,7,Travel Spot,917,917,Independent,521,Mon Apr 23 14:24:18 +0000 2012,51.082188,-114.00032,4,7:24:18,0,7,1,1
-114.069287,51.049588,2012-04-23 12:39:20+00:00,1,1,2.5,2.5,1,1,Nightlife Spot,1183,1183,Independent,521,Mon Apr 23 19:39:20 +0000 2012,51.049588,-114.069287,2.5,12:39:20,0,12,10,10
-114.072502,51.047791,2012-04-23 12:43:49+00:00,9,1,3.5,3.5,9,9,Nightlife Spot,1177,1177,Independent,521,Mon Apr 23 19:43:49 +0000 2012,51.047791,-114.072502,3.5,12:43:49,0,12,5,5
-114.072502,51.047791,2012-04-23 18:39:17+00:00,9,1,3.5,3.5,9,9,Nightlife Spot,1177,1177,Independent,521,Tue Apr 24 01:39:17 +0000 2012,51.047791,-114.072502,3.5,18:39:17,0,18,5,5
-114.06844,51.05259,2012-04-23 18:47:56+00:00,10,1,4.5,3.75,3.5,10,Food,1160,2103,Combined,521,Tue Apr 24 01:47:56 +0000 2012,51.051997,-114.069843,4.5,18:47:56,0,18,11,2103
-114.07163,51.054853,2012-04-23 19:37:08+00:00,5,1,4,4,5,5,Nightlife Spot,769,769,Independent,521,Tue Apr 24 02:37:08 +0000 2012,51.054853,-114.07163,4,19:37:08,0,19,12,12
-114.00032,51.082188,2012-04-24 06:08:15+00:00,7,1,4,4,7,7,Travel Spot,917,917,Independent,521,Tue Apr 24 13:08:15 +0000 2012,51.082188,-114.00032,4,6:08:15,0,6,1,1
-114.011995,51.129839,2012-04-24 15:29:38+00:00,7,1,3.5,3.5,7,7,Food,600,600,Independent,521,Tue Apr 24 22:29:38 +0000 2012,51.129839,-114.011995,3.5,15:29:38,0,15,13,13
-114.06241,51.045042,2013-01-29 07:47:02+00:00,10,1,3.5,3.5,10,10,Travel Spot,1213,1213,Independent,521,Tue Jan 29 14:47:02 +0000 2013,51.045042,-114.06241,3.5,7:47:02,0,7,1,1
-114.074738,51.048563,2013-01-29 16:06:05+00:00,2,1,4.5,4.5,2,2,Food,1123,1123,Independent,521,Tue Jan 29 23:06:05 +0000 2013,51.048563,-114.074738,4.5,16:06:05,0,16,14,14
-114.072502,51.047791,2013-01-29 16:34:57+00:00,9,1,3.5,3.5,9,9,Nightlife Spot,1177,1177,Independent,521,Tue Jan 29 23:34:57 +0000 2013,51.047791,-114.072502,3.5,16:34:57,0,16,5,5
-114.06241,51.045042,2013-01-29 16:37:43+00:00,10,1,3.5,3.5,10,10,Travel Spot,1213,1213,Independent,521,Tue Jan 29 23:37:43 +0000 2013,51.045042,-114.06241,3.5,16:37:43,0,16,1,1
-114.072502,51.047791,2013-01-30 17:54:36+00:00,9,1,3.5,3.5,9,9,Nightlife Spot,1177,1177,Independent,521,Thu Jan 31 00:54:36 +0000 2013,51.047791,-114.072502,3.5,17:54:36,0,17,5,5
-114.088021,51.03845,2013-07-08 05:24:04+00:00,1,1,5,5,1,1,Travel Spot,543,543,Independent,521,Mon Jul 08 12:24:04 +0000 2013,51.03845,-114.088021,5,5:24:04,0,5,1,1
-114.06914,51.046,2013-07-08 12:28:01+00:00,2,2,3.5,3.225,5.05,3,Drink,1249,2102,Combined,521,Mon Jul 08 19:28:01 +0000 2013,51.044827,-114.068849,4,12:28:01,0,12,6,2102
-114.063019,51.044533,2013-07-08 12:28:36+00:00,2,1,4,4,2,2,Food,1218,1218,Independent,521,Mon Jul 08 19:28:36 +0000 2013,51.044533,-114.063019,4,12:28:36,0,12,11,11
-114.06844,51.05259,2013-07-08 15:52:29+00:00,10,1,4.5,3.75,3.5,10,Food,1160,2103,Combined,521,Mon Jul 08 22:52:29 +0000 2013,51.051997,-114.069843,4.5,15:52:29,0,15,11,2103
-114.06844,51.05259,2013-07-08 15:52:33+00:00,4,1,3.5,3.75,3.5,4,Nightlife Spot,1161,2103,Combined,521,Mon Jul 08 22:52:33 +0000 2013,51.05217,-114.069634,3.5,15:52:33,0,15,3,2103
-114.069102,51.049681,2013-07-09 11:09:19+00:00,8,1,3.5,3.5,8,8,Food,1180,1180,Independent,521,Tue Jul 09 18:09:19 +0000 2013,51.049681,-114.069102,3.5,11:09:19,0,11,2,2
-114.069732,51.049652,2013-07-09 11:09:39+00:00,5,1,3.5,3.5,5,5,Drink,1182,1182,Independent,521,Tue Jul 09 18:09:39 +0000 2013,51.049652,-114.069732,3.5,11:09:39,0,11,6,6
-114.069418,51.049365,2013-07-09 14:44:09+00:00,3,1,3,3,3,3,Nightlife Spot,1184,1184,Independent,521,Tue Jul 09 21:44:09 +0000 2013,51.049365,-114.069418,3,14:44:09,0,14,5,5
-114.06469,51.04587,2013-07-09 17:48:23+00:00,5.333333333,3,3.5,3.772727273,5,5,Food,1219,2104,Combined,521,Wed Jul 10 00:48:23 +0000 2013,51.04536,-114.062805,3.5,17:48:23,0,17,11,2104
-114.06469,51.04587,2013-07-09 17:48:44+00:00,5.333333333,3,3.5,3.772727273,5,1,Food,1224,2104,Combined,521,Wed Jul 10 00:48:44 +0000 2013,51.045534,-114.062617,3.5,17:48:44,0,17,11,2104
-114.087712,51.037998,2013-07-09 18:09:03+00:00,2,1,2.5,2.5,2,2,Food,541,541,Independent,521,Wed Jul 10 01:09:03 +0000 2013,51.037998,-114.087712,2.5,18:09:03,0,18,15,15
-114.077451,51.045404,2013-07-10 10:11:53+00:00,1,1,2,2,1,1,Food,1109,1109,Independent,521,Wed Jul 10 17:11:53 +0000 2013,51.045404,-114.077451,2,10:11:53,0,10,13,13
-114.07634,51.04506,2013-07-10 10:12:21+00:00,2,1,3.5,3.5,2,2,Nightlife Spot,1107,1107,Independent,521,Wed Jul 10 17:12:21 +0000 2013,51.04506,-114.07634,3.5,10:12:21,0,10,5,5
-114.080872,51.047071,2013-08-20 04:52:33+00:00,11,1,2,2,11,11,Travel Spot,1100,1100,Independent,521,Tue Aug 20 11:52:33 +0000 2013,51.047071,-114.080872,2,4:52:33,0,4,1,1
-114.080872,51.047071,2013-08-22 05:38:19+00:00,11,1,2,2,11,11,Travel Spot,1100,1100,Independent,521,Thu Aug 22 12:38:19 +0000 2013,51.047071,-114.080872,2,5:38:19,0,5,1,1
-114.08086,51.047388,2013-08-22 05:38:49+00:00,14,1,4,4,14,14,Drink,1101,1101,Independent,521,Thu Aug 22 12:38:49 +0000 2013,51.047388,-114.08086,4,5:38:49,0,5,6,6
-114.080675,51.04711,2013-08-23 06:32:16+00:00,7,1,3.5,3.5,7,7,Food,1102,1102,Independent,521,Fri Aug 23 13:32:16 +0000 2013,51.04711,-114.080675,3.5,6:32:16,0,6,16,16
-114.06965,51.04996,2013-09-12 15:15:37+00:00,24,1,3.5,3.5,24,24,Travel Spot,1181,1181,Independent,521,Thu Sep 12 22:15:37 +0000 2013,51.04996,-114.06965,3.5,15:15:37,0,15,1,1
-114.051987,51.046356,2012-06-11 07:01:01+00:00,1,1,2.5,2.5,1,1,Travel Spot,1079,1079,Independent,700,Mon Jun 11 14:01:01 +0000 2012,51.046356,-114.051987,2.5,7:01:01,0,7,17,17
-114.056676,51.046256,2012-06-11 07:01:32+00:00,37,1,3.5,3.5,37,37,Travel Spot,1207,1207,Independent,700,Mon Jun 11 14:01:32 +0000 2012,51.046256,-114.056676,3.5,7:01:32,0,7,18,18
-114.02948,50.92933,2013-01-18 10:09:39+00:00,1,1,3.5,3.125,1.25,1,Shop,87,2219,Combined,939,Fri Jan 18 17:09:39 +0000 2013,50.930549,-114.029554,3.5,10:09:39,0,10,19,2219
-114.051733,51.037535,2013-02-13 22:53:41+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,1228,Thu Feb 14 05:53:41 +0000 2013,51.037535,-114.051733,3.5,22:53:41,0,22,0,0
-114.051733,51.037535,2013-03-13 22:28:54+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,2846,Thu Mar 14 05:28:54 +0000 2013,51.037535,-114.051733,3.5,22:28:54,0,22,0,0
-114.051733,51.037535,2013-04-10 17:20:00+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,2846,Thu Apr 11 00:20:00 +0000 2013,51.037535,-114.051733,3.5,17:20:00,0,17,0,0
-114.09349,51.037913,2012-07-17 17:48:27+00:00,22,1,3,3,22,22,Nightlife Spot,390,390,Independent,3302,Wed Jul 18 00:48:27 +0000 2012,51.037913,-114.09349,3,17:48:27,0,17,3,3
-114.161128,51.105117,2012-07-18 09:34:58+00:00,2,1,3.5,3.5,2,2,Drink,733,733,Independent,3302,Wed Jul 18 16:34:58 +0000 2012,51.105117,-114.161128,3.5,9:34:58,0,9,6,6
-114.083204,51.037868,2012-07-18 11:56:39+00:00,17,1,4,4,17,17,Food,531,531,Independent,3302,Wed Jul 18 18:56:39 +0000 2012,51.037868,-114.083204,4,11:56:39,0,11,20,20
-114.087231,51.037604,2012-07-20 07:31:23+00:00,4,1,2,2,4,4,Drink,539,539,Independent,3302,Fri Jul 20 14:31:23 +0000 2012,51.037604,-114.087231,2,7:31:23,0,7,6,6
-114.07363,50.99811,2013-07-08 15:17:31+00:00,3,5,4,3.527777778,4.111111111,1,Shop,359,2216,Combined,3481,Mon Jul 08 22:17:31 +0000 2013,51.00003,-114.073094,4,15:17:31,0,15,21,2216
-113.960406,50.916258,2013-07-08 17:39:30+00:00,5,1,4,4,5,5,Food,138,138,Independent,3481,Tue Jul 09 00:39:30 +0000 2013,50.916258,-113.960406,4,17:39:30,0,17,15,15
-114.162101,51.105111,2013-07-09 17:06:54+00:00,5,1,4,4,5,5,Food,732,732,Independent,3481,Wed Jul 10 00:06:54 +0000 2013,51.105111,-114.162101,4,17:06:54,0,17,22,22
-114.160789,51.104972,2013-07-09 18:36:00+00:00,2,1,4,4,2,2,Shop,734,734,Independent,3481,Wed Jul 10 01:36:00 +0000 2013,51.104972,-114.160789,4,18:36:00,0,18,23,23
-114.002194,50.95114,2012-05-05 04:17:35+00:00,5,1,2.5,2.5,5,5,Food,182,182,Independent,3629,Sat May 05 11:17:35 +0000 2012,50.95114,-114.002194,2.5,4:17:35,1,4,24,24
-114.056676,51.046256,2012-05-05 05:23:19+00:00,37,1,3.5,3.5,37,37,Travel Spot,1207,1207,Independent,3629,Sat May 05 12:23:19 +0000 2012,51.046256,-114.056676,3.5,5:23:19,1,5,18,18
-114.06914,51.046,2012-05-05 14:40:26+00:00,7,1,2.5,3.225,5.05,7,Shop,1236,2102,Combined,3629,Sat May 05 21:40:26 +0000 2012,51.046493,-114.069757,2.5,14:40:26,1,14,25,2102
-114.06605,51.04602,2012-05-07 04:42:13+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Mon May 07 11:42:13 +0000 2012,51.045706,-114.067115,2,4:42:13,0,4,24,2105
-114.06605,51.04602,2012-05-08 04:44:15+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Tue May 08 11:44:15 +0000 2012,51.045706,-114.067115,2,4:44:15,0,4,24,2105
-113.990926,51.081867,2012-05-08 15:02:52+00:00,2,1,3,3,2,2,Shop,908,908,Independent,3629,Tue May 08 22:02:52 +0000 2012,51.081867,-113.990926,3,15:02:52,0,15,26,26
-113.987948,51.079882,2012-05-08 15:06:10+00:00,10,1,2.5,2.5,10,10,Nightlife Spot,899,899,Independent,3629,Tue May 08 22:06:10 +0000 2012,51.079882,-113.987948,2.5,15:06:10,0,15,27,27
-113.9863,51.07437,2012-05-08 16:00:09+00:00,5,1,2.5,2.45,1.9,5,Shop,865,2207,Combined,3629,Tue May 08 23:00:09 +0000 2012,51.072853,-113.985438,2.5,16:00:09,0,16,28,2207
-114.081407,51.045025,2012-05-10 11:18:15+00:00,8,1,2.5,2.5,8,8,Nightlife Spot,1094,1094,Independent,3629,Thu May 10 18:18:15 +0000 2012,51.045025,-114.081407,2.5,11:18:15,0,11,27,27
-113.989935,51.077565,2012-05-10 13:20:33+00:00,4,1,3,3,4,4,Shop,883,883,Independent,3629,Thu May 10 20:20:33 +0000 2012,51.077565,-113.989935,3,13:20:33,0,13,29,29
-113.989935,51.077565,2012-05-11 14:36:59+00:00,4,1,3,3,4,4,Shop,883,883,Independent,3629,Fri May 11 21:36:59 +0000 2012,51.077565,-113.989935,3,14:36:59,0,14,29,29
-113.9906,51.079304,2012-05-11 14:37:43+00:00,17,1,4,4,17,17,Shop,884,884,Independent,3629,Fri May 11 21:37:43 +0000 2012,51.079304,-113.9906,4,14:37:43,0,14,30,30
-114.06605,51.04602,2012-05-12 14:03:28+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Sat May 12 21:03:28 +0000 2012,51.045706,-114.067115,2,14:03:28,1,14,24,2105
-114.002194,50.95114,2012-05-13 04:09:03+00:00,5,1,2.5,2.5,5,5,Food,182,182,Independent,3629,Sun May 13 11:09:03 +0000 2012,50.95114,-114.002194,2.5,4:09:03,1,4,24,24
-114.06605,51.04602,2012-05-13 14:15:47+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Sun May 13 21:15:47 +0000 2012,51.045706,-114.067115,2,14:15:47,1,14,24,2105
-114.06605,51.04602,2012-05-14 04:42:06+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Mon May 14 11:42:06 +0000 2012,51.045706,-114.067115,2,4:42:06,0,4,24,2105
-114.06605,51.04602,2012-05-14 14:37:41+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Mon May 14 21:37:41 +0000 2012,51.045706,-114.067115,2,14:37:41,0,14,24,2105
-114.06605,51.04602,2012-05-15 14:18:51+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Tue May 15 21:18:51 +0000 2012,51.045706,-114.067115,2,14:18:51,0,14,24,2105
-114.06605,51.04602,2012-05-16 04:43:56+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Wed May 16 11:43:56 +0000 2012,51.045706,-114.067115,2,4:43:56,0,4,24,2105
-113.987948,51.079882,2012-05-16 13:54:17+00:00,10,1,2.5,2.5,10,10,Nightlife Spot,899,899,Independent,3629,Wed May 16 20:54:17 +0000 2012,51.079882,-113.987948,2.5,13:54:17,0,13,27,27
-113.987746,51.077187,2012-05-16 16:17:41+00:00,2,1,1.5,1.5,2,2,Shop,873,873,Independent,3629,Wed May 16 23:17:41 +0000 2012,51.077187,-113.987746,1.5,16:17:41,0,16,31,31
-113.987948,51.079882,2012-05-17 14:16:39+00:00,10,1,2.5,2.5,10,10,Nightlife Spot,899,899,Independent,3629,Thu May 17 21:16:39 +0000 2012,51.079882,-113.987948,2.5,14:16:39,0,14,27,27
-114.06914,51.046,2012-05-18 13:52:36+00:00,2,1,1.5,3.225,5.05,2,Shop,1258,2102,Combined,3629,Fri May 18 20:52:36 +0000 2012,51.045729,-114.071125,1.5,13:52:36,0,13,31,2102
-114.06605,51.04602,2012-05-18 14:15:03+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Fri May 18 21:15:03 +0000 2012,51.045706,-114.067115,2,14:15:03,0,14,24,2105
-114.06605,51.04602,2012-05-18 22:48:21+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Sat May 19 05:48:21 +0000 2012,51.045706,-114.067115,2,22:48:21,0,22,24,2105
-114.06914,51.046,2012-05-19 11:02:59+00:00,1.5,2,3,3.225,5.05,2,Food,1257,2102,Combined,3629,Sat May 19 18:02:59 +0000 2012,51.04605,-114.070942,3,11:02:59,1,11,24,2102
-114.06605,51.04602,2012-05-19 11:28:32+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Sat May 19 18:28:32 +0000 2012,51.045706,-114.067115,2,11:28:32,1,11,24,2105
-114.002194,50.95114,2012-05-21 04:15:08+00:00,5,1,2.5,2.5,5,5,Food,182,182,Independent,3629,Mon May 21 11:15:08 +0000 2012,50.95114,-114.002194,2.5,4:15:08,0,4,24,24
-114.056631,51.045201,2012-05-21 05:18:40+00:00,60,1,3,3,60,60,Outdoor,1206,1206,Independent,3629,Mon May 21 12:18:40 +0000 2012,51.045201,-114.056631,3,5:18:40,0,5,32,32
-114.06605,51.04602,2012-05-21 13:45:18+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Mon May 21 20:45:18 +0000 2012,51.045706,-114.067115,2,13:45:18,0,13,24,2105
-114.062977,51.04447,2012-05-21 14:18:27+00:00,8,1,3.5,3.5,8,8,Outdoor,1214,1214,Independent,3629,Mon May 21 21:18:27 +0000 2012,51.04447,-114.062977,3.5,14:18:27,0,14,33,33
-114.06605,51.04602,2012-05-22 04:41:34+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Tue May 22 11:41:34 +0000 2012,51.045706,-114.067115,2,4:41:34,0,4,24,2105
-114.06605,51.04602,2012-05-23 14:12:52+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Wed May 23 21:12:52 +0000 2012,51.045706,-114.067115,2,14:12:52,0,14,24,2105
-114.08086,51.047388,2012-05-25 11:37:36+00:00,14,1,4,4,14,14,Drink,1101,1101,Independent,3629,Fri May 25 18:37:36 +0000 2012,51.047388,-114.08086,4,11:37:36,0,11,6,6
-114.081407,51.045025,2012-05-25 11:43:46+00:00,8,1,2.5,2.5,8,8,Nightlife Spot,1094,1094,Independent,3629,Fri May 25 18:43:46 +0000 2012,51.045025,-114.081407,2.5,11:43:46,0,11,27,27
-113.987948,51.079882,2012-05-25 15:43:25+00:00,10,1,2.5,2.5,10,10,Nightlife Spot,899,899,Independent,3629,Fri May 25 22:43:25 +0000 2012,51.079882,-113.987948,2.5,15:43:25,0,15,27,27
-113.980284,51.077601,2012-05-26 20:53:00+00:00,3,1,1.5,1.5,3,3,Shop,905,905,Independent,3629,Sun May 27 03:53:00 +0000 2012,51.077601,-113.980284,1.5,20:53:00,1,20,9,9
-114.056676,51.046256,2012-05-27 13:20:55+00:00,37,1,3.5,3.5,37,37,Travel Spot,1207,1207,Independent,3629,Sun May 27 20:20:55 +0000 2012,51.046256,-114.056676,3.5,13:20:55,1,13,18,18
-114.06605,51.04602,2012-05-27 13:49:43+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Sun May 27 20:49:43 +0000 2012,51.045706,-114.067115,2,13:49:43,1,13,24,2105
-113.982706,50.949148,2012-05-27 21:47:24+00:00,20,1,2.5,2.5,20,20,Art&Entertainment,180,180,Independent,3629,Mon May 28 04:47:24 +0000 2012,50.949148,-113.982706,2.5,21:47:24,1,21,8,8
-114.056676,51.046256,2012-05-27 22:33:57+00:00,37,1,3.5,3.5,37,37,Travel Spot,1207,1207,Independent,3629,Mon May 28 05:33:57 +0000 2012,51.046256,-114.056676,3.5,22:33:57,1,22,18,18
-114.097292,50.989763,2012-05-28 12:26:38+00:00,6,1,4,4,6,6,Shop,209,209,Independent,3629,Mon May 28 19:26:38 +0000 2012,50.989763,-114.097292,4,12:26:38,0,12,34,34
-114.06605,51.04602,2012-05-28 14:48:43+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Mon May 28 21:48:43 +0000 2012,51.045706,-114.067115,2,14:48:43,0,14,24,2105
-114.06605,51.04602,2012-05-29 04:40:41+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Tue May 29 11:40:41 +0000 2012,51.045706,-114.067115,2,4:40:41,0,4,24,2105
-114.06914,51.046,2012-05-29 14:23:24+00:00,7,1,2.5,3.225,5.05,7,Shop,1236,2102,Combined,3629,Tue May 29 21:23:24 +0000 2012,51.046493,-114.069757,2.5,14:23:24,0,14,25,2102
-114.06605,51.04602,2012-05-31 14:10:04+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Thu May 31 21:10:04 +0000 2012,51.045706,-114.067115,2,14:10:04,0,14,24,2105
-114.06605,51.04602,2012-06-01 04:51:13+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Fri Jun 01 11:51:13 +0000 2012,51.045706,-114.067115,2,4:51:13,0,4,24,2105
-113.987948,51.079882,2012-06-02 14:41:05+00:00,10,1,2.5,2.5,10,10,Nightlife Spot,899,899,Independent,3629,Sat Jun 02 21:41:05 +0000 2012,51.079882,-113.987948,2.5,14:41:05,1,14,27,27
-113.983865,51.081906,2012-06-04 14:18:48+00:00,3,1,4,4,3,3,Drink,904,904,Independent,3629,Mon Jun 04 21:18:48 +0000 2012,51.081906,-113.983865,4,14:18:48,0,14,6,6
-113.987948,51.079882,2012-06-04 14:19:40+00:00,10,1,2.5,2.5,10,10,Nightlife Spot,899,899,Independent,3629,Mon Jun 04 21:19:40 +0000 2012,51.079882,-113.987948,2.5,14:19:40,0,14,27,27
-114.06605,51.04602,2012-06-06 04:43:48+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Wed Jun 06 11:43:48 +0000 2012,51.045706,-114.067115,2,4:43:48,0,4,24,2105
-114.06605,51.04602,2012-06-06 14:22:59+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Wed Jun 06 21:22:59 +0000 2012,51.045706,-114.067115,2,14:22:59,0,14,24,2105
-114.06605,51.04602,2012-06-07 04:41:42+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Thu Jun 07 11:41:42 +0000 2012,51.045706,-114.067115,2,4:41:42,0,4,24,2105
-114.06914,51.046,2012-06-07 14:09:06+00:00,7,1,2.5,3.225,5.05,7,Shop,1236,2102,Combined,3629,Thu Jun 07 21:09:06 +0000 2012,51.046493,-114.069757,2.5,14:09:06,0,14,25,2102
-114.06605,51.04602,2012-06-08 04:40:15+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Fri Jun 08 11:40:15 +0000 2012,51.045706,-114.067115,2,4:40:15,0,4,24,2105
-114.06605,51.04602,2012-06-08 14:43:38+00:00,40,1,2,3.09375,5.25,40,Food,1239,2105,Combined,3629,Fri Jun 08 21:43:38 +0000 2012,51.045706,-114.067115,2,14:43:38,0,14,24,2105
-113.9906,51.079304,2012-06-09 16:10:31+00:00,17,1,4,4,17,17,Shop,884,884,Independent,3629,Sat Jun 09 23:10:31 +0000 2012,51.079304,-113.9906,4,16:10:31,1,16,30,30
-113.9906,51.079304,2012-06-10 15:22:18+00:00,17,1,4,4,17,17,Shop,884,884,Independent,3629,Sun Jun 10 22:22:18 +0000 2012,51.079304,-113.9906,4,15:22:18,1,15,30,30
-113.988304,51.080692,2012-06-10 15:42:57+00:00,1,1,3.5,3.5,1,1,Shop,901,901,Independent,3629,Sun Jun 10 22:42:57 +0000 2012,51.080692,-113.988304,3.5,15:42:57,1,15,35,35
-113.982746,51.081061,2012-06-10 15:49:00+00:00,5,1,3.5,3.5,5,5,Shop,903,903,Independent,3629,Sun Jun 10 22:49:00 +0000 2012,51.081061,-113.982746,3.5,15:49:00,1,15,25,25
-113.980284,51.077601,2012-06-10 15:56:18+00:00,3,1,1.5,1.5,3,3,Shop,905,905,Independent,3629,Sun Jun 10 22:56:18 +0000 2012,51.077601,-113.980284,1.5,15:56:18,1,15,9,9
-114.097292,50.989763,2012-06-11 10:18:14+00:00,6,1,4,4,6,6,Shop,209,209,Independent,3629,Mon Jun 11 17:18:14 +0000 2012,50.989763,-114.097292,4,10:18:14,0,10,34,34
-113.982746,51.081061,2012-06-11 14:49:18+00:00,5,1,3.5,3.5,5,5,Shop,903,903,Independent,3629,Mon Jun 11 21:49:18 +0000 2012,51.081061,-113.982746,3.5,14:49:18,0,14,25,25
-114.056676,51.046256,2012-06-12 11:28:17+00:00,37,1,3.5,3.5,37,37,Travel Spot,1207,1207,Independent,3629,Tue Jun 12 18:28:17 +0000 2012,51.046256,-114.056676,3.5,11:28:17,0,11,18,18
-114.081407,51.045025,2012-06-12 12:50:46+00:00,8,1,2.5,2.5,8,8,Nightlife Spot,1094,1094,Independent,3629,Tue Jun 12 19:50:46 +0000 2012,51.045025,-114.081407,2.5,12:50:46,0,12,27,27
