,POI_id,POI_Type,Location_id,Latitude,Longitude,Category,org_id,Yelp_id,name,stars
42,4115,Combined,2655,33.523621,-112.022501,Caf,4d4abf5848a06dcb3d397ea2,AuWFn084piPDQS3T_THJIw,The Cafe,3.5
43,4121,Combined,368,33.447552,-112.072593,Bar,4df0b3a8fa76042fed6f4b0b,VrIskBdLuRxS0HsSimJOhA,Tilted Kilt Pub & Eatery,3.0
44,1327,Independent,1327,33.464636,-112.057409,Hospital,4cdf36bbdb12548122d035ce,Pzrz4eQ2cuZN5EnUdL87Qg,Banner Federal Credit Union,1.5
45,4112,Combined,1136,33.566179,-112.07333600000001,Gym / Fitness Center,4f05e03da17c48afb2171a28,m3lGOLNf9d2B6dM3EGcNnA,In The RA Fitness,5.0
46,4231,Combined,2920,33.494188,-112.00363200000001,Cocktail Bar,4f29b962e4b018893929a6fc,xmAakatNKpvIJ-Fmq5swCw,The Market,4.0
47,85,Independent,85,33.639558,-112.011416,Gym / Fitness Center,4bba8cd0b35776b0d01bcb01,C9oshSWQEu5jzG9VasVN6A,24 Hour Fitness,3.0
48,2203,Independent,2203,33.435559999999995,-112.040377,Bank,4adcd7bdf964a520633021e3,MKi8NDlyYUAU51eCY6BxaA,Bank of America,1.0
49,2661,Independent,2661,33.539623999999996,-112.048225,Mexican Restaurant,4ca63ec2f47ea143bcba5e21,nwHd2MbIGz0SNG8GpFjekw,Los Taquitos,4.0
50,1112,Independent,1112,33.576240999999996,-112.06569499999999,Italian Restaurant,4b91ab89f964a520a6ce33e3,mDiFWhywAziq9SKnj6am_Q,Ziggy's IL Posto,4.0
51,1525,Independent,1525,33.582347999999996,-112.183761,Fast Food Restaurant,4b944a60f964a5202f7334e3,yB5FMuc9Y3oyhsOmuIZSpQ,Arby's,2.5
52,4205,Combined,3053,33.665955,-112.20341200000001,Mexican Restaurant,4f678106e4b0ce431fe4259a,sW3oXGgDbbOC3YkiFKZNMQ,Chipotle Mexican Grill,3.0
53,4309,Combined,1878,33.383958,-111.96138700000002,Mexican Restaurant,4c85a165d92ea0935af86772,OU5RFlwAoNaG32P-ZTlgYQ,El Pollo Loco,3.0
54,606,Independent,606,33.486813,-112.07389099999999,Light Rail,4ae9cd0ff964a5208fb621e3,SneVQBqX20CBFPHZeEOeAw,Metro Phoenix Light Rail,4.0
55,4306,Combined,2983,33.507684000000005,-112.03986699999999,Burger Joint,4b96ef4cf964a520e8ee34e3,1ku0t5u7dCAE0g-pZDQdAw,In-N-Out Burger,4.0
56,2463,Independent,2463,33.592806,-111.98012800000001,Gym / Fitness Center,4bf1afcad39ad13aa688aa0e,FUa8mqB8VV7E3ZjFIq8tsg,LA Fitness,2.5
57,621,Independent,621,33.488271999999995,-112.081581,Grocery Store,4abdee78f964a520838b20e3,XngwPRynytzSPJoVlawnjQ,Safeway,2.5
58,4234,Combined,2185,33.425498,-111.939921,Bar,4c88291da0ffb60cc61c20c5,DVaTciFGcCXLHTufHZM4_A,Big Bang - Dueling Piano Bar,4.0
59,821,Independent,821,33.509062,-112.091816,Automotive Shop,4d3f5ed34677548175134ef4,_N0FmkS2ab74z1NbGYTyeQ,Clean Freak,3.0
60,1515,Independent,1515,33.577764,-112.18721000000001,Library,4a7140a6f964a52031d91fe3,cQzZt6HUc-CFvqYvWHJpvg,Glendale Public Library Main Branch,5.0
61,4306,Combined,2984,33.508107,-112.040374,Electronics Store,4b153782f964a5206ca923e3,3Io2EgTy7R_Qg9LxJZP8MA,Best Buy Camelback,2.5
62,417,Independent,417,33.465548999999996,-112.081647,Mediterranean Restaurant,4aaebc5ff964a520146320e3,e880MGw6C6PJL-n3EJoY_g,Zoes Kitchen,3.5
63,4227,Combined,2876,33.510242,-112.0282,Burger Joint,4cccd30c566aa093154424fd,-rhH9sL3XGFpoJXcxUpEWA,Zinburger,4.0
64,4113,Combined,995,33.538381,-112.183016,German Restaurant,4abecd66f964a520f88f20e3,oGASRzKGpuiP12ilQH_nKg,Haus Murphy's,4.0
65,2235,Independent,2235,33.430832,-112.04441100000001,Rental Car Location,4b749156f964a52098e42de3,fD1XB02yOavNjqkSeVxgdg,Sixt Rent A Car,3.0
66,2663,Independent,2663,33.538837,-112.047896,Drugstore / Pharmacy,4b0619a0f964a520a4e822e3,OSEHZpihF2RqEk6U4BGd6A,Walgreens,3.0
67,4207,Combined,3134,33.667689,-112.12293500000001,Fast Food Restaurant,4b673cd1f964a52012432be3,Wq_BQBy777zuCtm6KyDEyw,Chick-fil-A,3.5
68,4231,Combined,2914,33.494895,-112.001581,American Restaurant,4bd0fc8541b9ef3b6a51fbe5,k1c_bC3DK6mKg797vH1T8w,Beckett's Table,4.0
69,1734,Independent,1734,33.44951,-112.073082,Hotel,4eec833abe7b6d62ff63c395,LAiBt7LobYM_0_EQrSvK4A,Renaissance Phoenix Downtown Hotel,4.0
70,471,Independent,471,33.458791,-112.077595,Mediterranean Restaurant,4c01e39c27dcc9285757e152,ept9mIlqGIsemr6w0RczaA,Pita Jungle,3.5
71,4222,Combined,1063,33.55249,-112.09912299999999,Mexican Restaurant,4dfe3f79183806202654a639,FoKx_RP4kUM-aiGo3wlUUw,Las Glorias Grill Mexican Food,4.0
72,4213,Combined,2596,33.600814,-111.976658,Electronics Store,4b33dacbf964a520a42025e3,xAG04HVxelFsDrQY-Te0xg,Best Buy Paradise Valley,2.5
73,4301,Combined,1020,33.552696000000005,-112.18168600000001,American Restaurant,4a6cb933f964a5206ad11fe3,z2sVYcW5b04NEjWCSutI3g,Golden Corral,3.0
74,710,Independent,710,33.503023999999996,-112.065675,Tanning Salon,4bf49df1e5eba59320f01f90,xfsv0E3RkY-st7pJczIXCg,CPG Tan,4.0
75,3153,Independent,3153,33.662059,-112.11676100000001,Burger Joint,4b2c3701f964a520efc324e3,udrIB4tIAtZQOGAiukQ2Rg,In-N-Out Burger,4.0
76,4305,Combined,1258,33.639901,-112.06763899999999,Burger Joint,4b808240f964a520a07830e3,du9_QFb75sxzKnLLQwSkMw,Five Guys,3.5
77,4301,Combined,1021,33.551615999999996,-112.179672,Department Store,4b5f8695f964a52089bf29e3,QPsbqGvEy4xTwPBPoxd0Dg,Walmart Supercenter,2.0
78,708,Independent,708,33.50273,-112.064652,Gay Bar,44e119a0f964a52014371fe3,StzNuzqg25fLRWIzvpwaJA,McKenzie's Midtown Tavern,4.5
79,1730,Independent,1730,33.449159,-112.069612,Food Court,4b1801c0f964a52052cb23e3,SRI-Nv1D0reNJayNntaXYw,Oakville Grocery,3.5
80,4234,Combined,2088,33.426642,-111.94046999999999,Italian Restaurant,4ac3c865f964a520cb9c20e3,Hr5h_LG9TMBLlFz_Oici0A,Caffe Boa,3.5
81,4211,Combined,2505,33.62652,-112.00943500000001,Sandwich Place,4c633e0bec94a593ca692bca,gKcZz5C32N7llrQst4B7_A,Subway,3.0
82,4305,Combined,1224,33.638813,-112.069111,Department Store,4c4cea15f5afa593347ab2d6,Bt27M8L4lZfz3av3ZD6CWA,Target,3.5
83,4225,Combined,2694,33.522971000000005,-112.04938899999999,Sports Bar,4d9e33c20efda0934b2cac28,wERcL1KznuTgfltSKQt_jg,Zipps Sports Grill,2.5
84,375,Independent,375,33.449234000000004,-112.07650500000001,General Entertainment,4ade0262f964a5204e6721e3,aXFppMHeNLPemXou1xXjxQ,Phoenix Ghost Tours,3.5
85,4113,Combined,1000,33.538408000000004,-112.18373400000002,Bookstore,4b523fcff964a520a07227e3,0p-3PlHw6FoWAs2ezJw3mA,Drawn To Comics,5.0
86,2685,Independent,2685,33.530405,-112.04709799999999,Steakhouse,4a38740ef964a520f99e1fe3,_WtxQbDK7B-ExGdeG-2j6Q,Rokerij,4.0
87,4115,Combined,2657,33.523308,-112.022377,Steakhouse,4c9034515fdf6dcbc70f2f91,b1m_PK-ggGR3CmBjdIyqkQ,Wrights at The Arizona Biltmore,4.0
88,2407,Independent,2407,33.509264,-111.98869199999999,Cuban Restaurant,4b03a59df964a520f74f22e3,fskIA-YRflPnwHWL7Q8bLg,Havana Cafe,3.5
89,2459,Independent,2459,33.581478000000004,-111.97910300000001,Grocery Store,4b3d4b4ef964a520ca9125e3,BNgX9JydW3AGYYB6k2sbNA,Fry's Food & Drug Stores,3.5
90,216,Independent,216,33.45205,-112.20399099999999,Fast Food Restaurant,4c4209006c1a952100b9b96a,LUqIA9m-UFaeL-huWwalPQ,Burger King,1.5
91,1154,Independent,1154,33.566831,-112.102552,Sandwich Place,4bc81fd415a7ef3be69a7ada,B943S8XGbuKWopCAoDxJZw,Subway,2.5
92,4306,Combined,3002,33.506888000000004,-112.037276,Gym / Fitness Center,4a5e773bf964a520a0be1fe3,KE1hiwKmhQPnhtBg48vFtw,LA Fitness,2.5
93,2015,Independent,2015,33.422944,-111.951783,Restaurant,44e0acc6f964a52008371fe3,wl0QZqAzr1DelslQ02JGCQ,Cornish Pasty,4.5
94,2067,Independent,2067,33.422998,-111.94021799999999,Pizza Place,4ca398d1d5a2a14341c14a90,HjXI6lKGPVNQ8dYJPtaOCg,Mellow Mushroom,3.5
95,4229,Combined,2944,33.49543,-112.01988100000001,Sandwich Place,4e3f5fe652b1a04aff31f558,OvG9pbudLhmLkjrttGvhAQ,Firehouse Subs,4.0
96,4229,Combined,2938,33.495275,-112.020702,Mexican Restaurant,4b70d971f964a52087312de3,9d7N-I00hu-VkXFry4Da-g,Manuel's Mexican Restaurant & Cantina,3.5
97,4229,Combined,2946,33.495540999999996,-112.01991000000001,Shop & Service,4de293f2ae60e7f3abf302fd,FoHyC9bJ0RWBRvG20Lmuag,Cricket Wireless,4.5
98,4229,Combined,2939,33.495870000000004,-112.02004199999999,Farmers Market,4adb6b33f964a5203a2721e3,S-B-ak8Kq0DrkLfE7k3DGg,Sprouts Farmers Market,4.0
99,356,Independent,356,33.451235,-112.08226200000001,Fast Food Restaurant,4b5fa52ff964a5202bc629e3,-mjUxlW8Lyyq0t3GWvD3EA,McDonald's,2.0
100,1966,Independent,1966,33.403058,-111.96481000000001,Gym,4f317b7ee4b0d8fc0a47125d,DGDJeA2WlP-m99Mb0GsYnw,Rev Fitness Center,5.0
101,1829,Independent,1829,33.406760999999996,-111.99583100000001,Gas Station / Garage,4b9a9ec4f964a52000c735e3,jE9ZJ_TDWr_GeR7e27RkVg,Circle K,3.0
102,1827,Independent,1827,33.407525,-111.995871,Bank,4bc884578b7c9c74763d38cf,Rr6oLsttT_adM2FJWIEq-w,Bank of America,1.5
103,1828,Independent,1828,33.407376,-111.996168,Furniture / Home Store,4e42ade262843d3dc360d4ea,UrfUhfb0XT7J6OlMJO1zeg,Arizona Office Liquidators & Designs,4.0
104,1832,Independent,1832,33.40688,-111.994452,Sandwich Place,4bb25df82397b7132ceb36b3,dgX1n9SuzAGuHEVCW5QoPA,Quiznos,3.0
105,4232,Combined,547,33.481433,-112.07683899999999,Hospital,4f3d2f1ea17c8a4ed1e27e6e,YjOkMl-I71FWiSGE8iuJhA,St. Joseph's Outpatient Surgery Center,3.5
106,2302,Independent,2302,33.442277000000004,-111.955506,Coffee Shop,4ae1c10cf964a5202a8721e3,u57NiwOgUMb6CFg-meca-w,Starbucks,2.5
107,66,Independent,66,33.643234,-111.976991,Automotive Shop,4d409b7a3fb4ba7a61cb8925,ZO48h1ZKUC0pYAXAo3Zplw,C & R Tires,4.0
108,3359,Independent,3359,33.569431,-112.187844,College Classroom,4d3f3bdf255d8cfa2b2a5905,6hrb9_BjitKY0qg0h0dn5Q,Glendale Community College,3.0
109,357,Independent,357,33.451744,-112.083129,Car Wash,4c1a9e04b4e62d7f1a18d893,3GeVJit3H-cu155Bo30Z8g,Clean Freak Car Wash,3.0
110,504,Independent,504,33.465338,-112.06553600000001,Fast Food Restaurant,4a44f633f964a5209fa71fe3,zLHOG9ty0OcXSQ6iy2BwwA,McDonald's,2.0
111,4306,Combined,2811,33.507308,-112.047091,Sandwich Place,4b75b95bf964a520f11f2ee3,mr5hwhIb_qfpTg9mbWHgsQ,Subway,2.5
112,4214,Combined,2605,33.60250300000001,-111.983728,Mall,4303cf80f964a52013271fe3,a0ajcnjcgojF_61pLpAbzQ,Paradise Valley Mall,3.0
113,1786,Independent,1786,33.412089,-112.01375,Caf,4ca23fb3750ca093d3c20e67,lyT7-grqNhAvll39V7kzag,Apollo Cafe,3.0
114,1057,Independent,1057,33.561034,-112.115872,BBQ Joint,4b302880f964a52013f724e3,VyVIneSU7XAWgMBllI6LnQ,Bobby Q,4.5
115,561,Independent,561,33.480042,-112.08127900000001,Mexican Restaurant,4b86ebd4f964a52003a631e3,DaVTuhzi6EgWStb2eAjNjA,Presidio Cocina Mexicana,4.5
116,834,Independent,834,33.509792,-112.108151,Automotive Shop,4bce4c3429d4b7135769a8dc,KYp-XFDQuFSoufRPbCOPSw,Discount Tire,4.0
117,2885,Independent,2885,33.502227000000005,-111.99574299999999,Pizza Place,4a4d0858f964a52079ad1fe3,7cK9uEV09iPmsTqOqmY3kQ,La Grande Orange Pizzeria,4.5
118,4119,Combined,2896,33.495748999999996,-111.987918,Asian Restaurant,4a6677adf964a5209ac81fe3,WzrMNz9eUF78RgZGDTS8xg,Pei Wei,3.0
119,984,Independent,984,33.538201,-112.165586,Breakfast Spot,4b8955d3f964a520812c32e3,Lm61pehc-oyqR6DBAAQNCg,Kiss the Cook Restaurant,4.0
120,4221,Combined,3022,33.584013,-111.978779,Gourmet Shop,4dd952741838b8561d164667,kzqx6Z2sse8PV3hVCVEw4g,Bombay Spice Grill,3.5
121,4221,Combined,3020,33.584752,-111.97885900000001,Grocery Store,4a9acd1bf964a520cb3220e3,RrXlDMjW30v2KatCxOobdQ,Whole Foods Market,3.0
122,1382,Independent,1382,33.467085,-111.98781899999999,Automotive Shop,4c69d5780e98a5939e982559,LcUGX1CKxf8-2CAHh3M1vQ,Clean Freak Car Wash,3.0
123,4227,Combined,2748,33.510967,-112.024992,Hotel,4ab3be54f964a5203e6e20e3,XFp3kd2f0TIC5rLAnIIOAA,Embassy Suites Phoenix - Biltmore,3.0
124,4302,Combined,1625,33.576377,-112.117944,Salad Place,4b40f475f964a52029be25e3,-_hk47bgWLbX0SfvBUkoPQ,Souper Salad,3.5
125,483,Independent,483,33.464127000000005,-112.073571,Japanese Restaurant,4aeb60a1f964a52086c121e3,oMBNvB6tHlwW3UwGBYqljw,Blue Fin,4.0
126,4224,Combined,741,33.516459999999995,-112.065053,Sandwich Place,4c61bf1969a1c9b60a0737a4,s1apC6r9pnVGBR8Mfe0czQ,Subway,3.5
127,4118,Combined,644,33.495613,-112.09968700000002,Restaurant,4f1b6971e4b0c74ef1e4b263,fYjSmncFNMdDdBK3uJpKEQ,Jerk Hut Jamaican Grille,4.0
128,193,Independent,193,33.442442,-112.06598000000001,Mexican Restaurant,4afdbaa6f964a520462a22e3,eajXb034hm_9M6OgN47LKA,Tee Pee Tap Room,3.0
129,2381,Independent,2381,33.493582,-111.93388300000001,Hotel,4aab1616f964a520da5820e3,thBWpIcP6vclsHS6GfI1dw,Hotel Valley Ho,4.0
130,1674,Independent,1674,33.56709,-112.11489399999999,Pub,413ba880f964a520de1b1fe3,o99gqWaotoeQKe0dXin-mg,O'Connor's Pub,4.0
131,1024,Independent,1024,33.555023,-112.15888799999999,High School,4c0dbb6998102d7f32b4e206,H_IbioJQfOjSp28DMYmkkg,Apollo High School,3.5
132,4305,Combined,1216,33.639218,-112.071673,Farmers Market,4c3fcb29da3dc928e780c6b9,0npO65UyjyjM0ZjKawvTbw,Sprouts Farmers Market,3.5
133,4229,Combined,2943,33.495488,-112.019654,Laundry Service,4c8ae93aa92fa093831896bf,_Sn_SDJf4vHTYc1x0cbvYQ,Spincycle Coin Laundry,2.0
134,4229,Combined,2936,33.49483,-112.01968000000001,Hobby Shop,4b145d53f964a520e4a123e3,zRK93KUNUSLWckxU611QNQ,Abc Cake Decorating Supplies,4.5
135,4229,Combined,2940,33.496224,-112.021207,American Restaurant,4b2d84f8f964a52047d824e3,LHyj66waFlDcw9UToo27JQ,Angry Crab Shack,4.0
136,4305,Combined,1214,33.636953000000005,-112.071147,Gym / Fitness Center,4b434117f964a5208edd25e3,huk3l1YLv75Ew9rci3FNcQ,LA Fitness,2.5
137,4117,Combined,818,33.510735,-112.08526699999999,Grocery Store,4ae22eb3f964a520898b21e3,bwG5hcJbLIk_VLoWde5iQA,Fry's Food & Drug Stores,2.5
138,1631,Independent,1631,33.581339,-112.11818899999999,Italian Restaurant,4b4e8298f964a5200ff026e3,BaVtTt9pBoI8rrN35tsj_g,Olive Garden Italian Restaurant,3.5
139,898,Independent,898,33.52437800000001,-112.113472,Automotive Shop,4d7f968cb25d6dcba15dd042,aZgRTkEmIPx2kNfl7e4HRA,Jake's Bethany Auto Service,4.5
140,2308,Independent,2308,33.448946,-111.95536899999999,Baseball Stadium,472f0b7ff964a520104c1fe3,gefG6kd9Hncv_i7dNRKHrw,Phoenix Municipal Stadium,3.5
141,1043,Independent,1043,33.553447999999996,-112.117723,Convenience Store,4b4ba41ff964a520a6a226e3,wdtTVOhK3iqVqlJunhxc2Q,Dijlah Market,4.0
142,4202,Combined,782,33.509636,-112.07201,Breakfast Spot,4b589c3ff964a520206128e3,-d1xHUrLRbfJNqd5A_uP6A,The Good Egg - Uptown,3.0
143,448,Independent,448,33.457457,-112.072349,Breakfast Spot,472edc25f964a5200a4c1fe3,L2p0vO3fsS2LC6hhQo3CzA,Matt's Big Breakfast,4.0
144,1008,Independent,1008,33.53802,-112.19933700000001,Fast Food Restaurant,4ba01665f964a520f65837e3,_bvc2j6E8mk_ZiMoh2iMuQ,Sonic Drive-In,2.0
145,4228,Combined,287,33.496081,-112.172256,Department Store,4a7e8cb4f964a52000f21fe3,sVmInwzg3gukTsClRFBbTw,Walmart,2.5
146,907,Independent,907,33.530112,-112.10478700000002,Other Great Outdoors,4b43e455f964a5205bed25e3,-zvriuT9AztbObtl-uE8Vw,Phoenix Tennis Center,3.5
147,4306,Combined,2814,33.508728999999995,-112.04620200000001,Fast Food Restaurant,4b7feedef964a520444530e3,iPa__LOhse-hobC2Xmp-Kw,McDonald's,2.5
148,4234,Combined,2146,33.423513,-111.93958300000001,Bank,4bb3d6a2eb3e9521fab6cb0a,Lr3Wx8lvI3YDs5GtdJx1Eg,Bank of America,2.0
149,4307,Combined,1396,33.477308,-111.984715,Department Store,4a5f8353f964a520c2bf1fe3,uBAHE6QOJlndILPIoeEpCQ,Target,3.5
150,4224,Combined,738,33.518296,-112.06462900000001,Coffee Shop,4b4b3fcbf964a520839526e3,CtI7MMRF-arzGJxA1nJccQ,Starbucks,3.0
151,1704,Independent,1704,33.453265,-112.07229299999999,Coffee Shop,4a575fa8f964a5200cb61fe3,pTW_ftmlevgZzUpWztP0Cg,Starbucks,2.0
152,2464,Independent,2464,33.594590000000004,-111.978917,Deli / Bodega,4cd05eb93e63721e64b99dcc,PZqLTvbh9IV10Q8Efhv2Vw,The Plaza Bistro & Catering,4.5
153,3114,Independent,3114,33.683318,-112.083657,Government Building,4df1491de4cda09e6d999cad,WSAlQc20JalRXWS-J_8k4g,DCR Titles,5.0
154,1360,Independent,1360,33.466421000000004,-112.01773600000001,Car Dealership,4d1c234a34125941fd8ecb17,FFw74NXo0YZq-ObS-HfUGg,Phoenix Car Rental,1.0
155,1736,Independent,1736,33.362792999999996,-111.98578799999999,Hiking Trail,4d275e1c6e27a143e2b30e24,mbckD5co0ASwAa3SpM6R3Q,Pima Canyon Trail,4.5
156,100,Independent,100,33.626666,-111.99576599999999,Miscellaneous Shop,4e46e5bd7d8b91a06595df1d,sw3uJ-R5u8_VnJ_RrC15bg,Circle K,3.0
157,2315,Independent,2315,33.451853,-111.949053,Zoo,4a3d9cdaf964a5208ba21fe3,EHXCJ7ZEUWqBhVfYgrKTsQ,Zoolights,4.0
158,2071,Independent,2071,33.428021,-111.93593100000001,Mountain,4b4a43f2f964a5206a8126e3,6LBMax_eriJaDs2qWQM3Kg,Hayden Butte Preserve,4.5
159,4302,Combined,1623,33.57808,-112.119854,Library,4b084658f964a520ef0723e3,02PClFOewdXOHyd9ize5nQ,Cholla Library,4.0
160,4214,Combined,2622,33.602253000000005,-111.985123,Coffee Shop,4bb67365f562ef3b892e3097,ATpYld8anPooG-j2_EU-5Q,Paradise Bakery,2.5
161,4305,Combined,1254,33.639883000000005,-112.06913,Electronics Store,4c21404a99282d7f675265b0,o92t6UiQtnkoz6RM7YcpgQ,Cox Solutions Store,2.0
162,122,Independent,122,33.376224,-112.170602,Gym / Fitness Center,4cafd99faef16dcb2e3aac54,IirSBWdCKGOCSwh1vr5hLw,LA Fitness,2.5
