,Location_id,POI_id,POI_Type,Org_id,Latitude,Longitude,Category_2,yelp_ID,name,stars
44,50,3110,Combined,502977e6e4b0f8083ea40f8f,35.147615,-80.82996899999998,Grocery Store,kfFRCUP1RXY_jNnBQCOsEw,Whole Foods Market - Charlotte,4.0
45,51,51,Independent,4b6b706df964a520e7082ce3,35.22454600000001,-80.88892299999998,BBQ Joint,ghKN6NeyIBn9xxS0fO7SQQ,Bar-B-Q King,3.5
46,48,48,Independent,51b1b97b498ea3048e4ad1ee,35.22293,-80.845771,Art Gallery,biy9tjz_ZwRGBITRDIEZtg,Charlotte Convention Center,3.5
47,54,54,Independent,4b9eeb47f964a5207b0a37e3,35.349366,-80.84966899999998,Hotel,tG38oI0Q3eLFTY_yq6M3IQ,Drury Inn & Suites - Charlotte Northlake,4.5
48,55,55,Independent,4b37700ff964a5200f4125e3,35.304672,-80.858609,Donut Shop,rd9DTyWkLAUr1z189DMj5w,Dunkin Donuts Baskin Robbins,2.0
49,73,3212,Combined,4b18056ff964a5209fcb23e3,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,Harris Teeter,4.0
50,76,76,Independent,4b40b60df964a5202cba25e3,35.090421,-80.85618199999998,Hardware Store,sPmglaUQL_Pc5a3v-TTxew,Lowe's Home Improvement Warehouse Stores,2.0
51,64,64,Independent,4ba79cb5f964a52053a239e3,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,2.5
52,65,3502,Combined,4b071b83f964a52060f722e3,35.220319,-80.943596,Fast Food Restaurant,gb41qjfdymOAYV2HT1OTeA,Chili's Too!,2.5
53,89,3502,Combined,4be0a9ee98f2a5937c06c35a,35.22045,-80.943747,Sandwich Place,DUhU9wi7Ja4r1Hl4bQrYbw,Burger King,2.0
54,59,59,Independent,4b89740ef964a520b73732e3,35.056533,-80.813948,Church,tDQqEO1fKZjU3srtEqyg6Q,Saint Matthew Catholic Church,4.0
55,81,81,Independent,4b953560f964a5202c9534e3,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,The Dive N,4.5
56,62,62,Independent,4b227838f964a520444724e3,35.094817,-80.876631,Pet Store,APpvYUSfd9294aSs57jfOQ,Petsmart,4.0
57,107,3404,Combined,4c5f06917735c9b60f629372,35.10671,-80.877528,Shoe Store,CIkkvefsgggKQlPMwJYDhg,DSW Designer Shoe Warehouse,3.0
58,91,3401,Combined,4bda27ce0ef39c74bfaa1d2d,35.08744,-80.877847,Bank,GqT2c7_0dVMOU7zK5VP2tg,Wells Fargo Bank,2.0
59,68,3210,Combined,4b0bde44f964a520453423e3,35.082128999999995,-80.876713,Mall,bm5xwrV3cd7a0T0dYZ3c6A,Carolina Place Mall,3.5
60,110,3502,Combined,4bd866def645c9b66cd1a7e0,35.22026599999999,-80.944541,American Restaurant,klQnFvxN7stIgYAvRylY0Q,Genghis Grill,2.5
61,93,93,Independent,4b175114f964a520c4c423e3,35.087115999999995,-80.849719,Burger Joint,Wbxyj-CoBXXvqQ0lpcDXGQ,McDonald's,2.0
62,98,98,Independent,4b586d9bf964a520415728e3,35.13431,-80.893661,Government Building,A5UrOTZQyfhBFPqBqk3gyg,DMV,2.0
63,99,3404,Combined,4c10ef633ce120a16cd0081c,35.105814,-80.880052,Grocery Store,cRd0iKeCXmr3jH-xTu8GVA,Dollar Tree,3.5
64,83,3404,Combined,4b5867a1f964a520445628e3,35.107286,-80.88046800000002,Burger Joint,kkvhQBT1Oh73sVSYZMXeDA,McDonald's,1.5
65,75,75,Independent,4b90464ff964a520a28033e3,35.079601000000004,-80.828905,Italian Restaurant,kp-FRmyPxjsAoEK1-21rSQ,Riccio's Italian Restaurant,4.0
66,105,105,Independent,4f86f423e4b005d96025bef3,35.088211,-80.88663000000003,Automotive Shop,JbR_lk-adMLb6RFsEbS9YQ,Stacy Holloway-Hair,5.0
67,70,3401,Combined,4c5f0f3094fd0f47cbdccf45,35.086628999999995,-80.879738,Paper / Office Supplies Store,vHfhCwUCuBq95vw3ZlaUcQ,Office Depot,3.0
68,112,3502,Combined,4e4beb5162e1ce23e57baaa5,35.220217,-80.943687,Mexican Restaurant,DMwU0igEs9K7XuI3utsr6g,Tequileria,2.0
69,57,3401,Combined,4b107128f964a520827023e3,35.089039,-80.87854399999998,Electronics Store,0E0QKR3dAmL0hnotqrimHw,Best Buy - Pineville,2.5
70,96,96,Independent,4b4cbbfef964a52063bc26e3,35.055775,-80.85324,Burger Joint,NxzrO9KaQezZEzSpRqCxwA,Five Guys Burgers and Fries,4.0
71,102,102,Independent,4bb3916d42959c745020222c,35.090466,-80.869519,Fast Food Restaurant,wAq7H1WDWdClOxh_MMJhZQ,Wendy's,2.0
72,74,74,Independent,4d63ce6ffbc441bd37a22541,35.092536,-80.88549300000003,Hardware Store,OqZzq_kzxFYfR-8aILtZ3w,Harbor Freight Tools,4.0
73,80,80,Independent,4bce4aadef1095218cf08386,35.089451000000004,-80.86871500000002,Burger Joint,k8K3Fk7YedH60gXyPn5ATw,McDonald's,1.5
74,78,78,Independent,4c26305e136d20a190d4e461,35.088947,-80.921176,Flea Market,m2ZvlibFIXL7FfH2lffOKw,Barnyard Flea Market,3.5
75,95,95,Independent,4bb133ddf964a5200d833ce3,35.090482,-80.869163,Pizza Place,D_0iJz6ZlnOdb8c4yRfYEA,Cicis,3.0
76,94,94,Independent,4b5c6789f964a5203f2e29e3,35.112661,-80.920576,Fast Food Restaurant,108H_8aEgOH5uz_C9hBgUQ,Jack In the Box,2.5
77,86,86,Independent,4b15333ef964a5203ea923e3,35.064718,-80.740521,Park,rpUtjCZnfhgWrOznGjnyBw,Colonel Francis Beatty Park,4.0
78,103,103,Independent,4cb351a0aef16dcb5eb5c754,35.14941,-80.896589,Fast Food Restaurant,x36lkmEp4rs8CZocUn_xTw,Burger King,1.5
79,69,3307,Combined,4c27dd36ce3fc928965f6c88,35.163301000000004,-80.887635,Fast Food Restaurant,7kgdy_Tn7kWZr0PMCKxRNA,McDonald's,2.5
80,60,60,Independent,4cfa4a01d7206ea834f63769,35.091783,-80.868259,Grocery Store,PVYN57OL_1v3AP5YJKOi5w,Aldi,4.0
81,72,72,Independent,4b38c310f964a5201f5025e3,35.074293,-80.877539,Grocery Store,BEqQqnx_C_08Mm6McHF6SQ,BJ's Wholesale Club,3.5
82,71,71,Independent,4bbe02978ec3d13a06c11c28,35.054269,-80.84646500000002,Automotive Shop,QkpoLivhetthSeV1ZJaIvQ,Firestone Complete Auto Care,2.0
83,84,3102,Combined,4f5a1c64e4b0abc30d939718,35.08934,-80.865905,Sporting Goods Shop,w0g6LTGG5kDQxsNloVfwvQ,Divers Supply Charlotte,1.5
84,101,3303,Combined,4b19c3d4f964a520bde323e3,35.08793,-80.85916999999998,American Restaurant,7qhPK-ubBkYRv0Qs9sd4kw,Chili's,2.5
85,63,3304,Combined,4b33b741f964a520a31d25e3,35.059244,-80.813643,Ramen /  Noodle House,V6MWAv-xv4dgSUrDU1qxaA,Nothing But Noodles,3.5
86,66,3211,Combined,4fc4f7e67716c8a1e245c022,35.08673,-80.847101,Pet Store,Ts6W-8WGzr0-Utp6EXM7YA,Pet Supplies Plus,4.0
87,88,3500,Combined,4b0db74df964a520824e23e3,35.130752,-80.711596,Music Store,X7_fyzTdFgUvG5GrZKOCxw,Guitar Center,3.0
88,104,104,Independent,4be70eda2457a5939d7cad15,35.055351,-80.85157099999998,Restaurant,iXXTFcJgOKJbHgdizC26vw,Subway,2.0
89,56,56,Independent,4b266278f964a520d67a24e3,35.057838000000004,-80.850577,Bank,prfW37q-Kq_i2l_j_XjAmA,Wells Fargo Bank,2.0
90,61,61,Independent,4b2403d8f964a520215f24e3,35.091303,-80.845414,Post Office,6JTtH4qxKRm5MUmEohm8Wg,US Post Office,3.5
91,77,3211,Combined,4d2ded1349bb721e6e7d7a95,35.08684,-80.848869,Wings Joint,yuwmVUmsFVawe4zxnWZfNg,Flip-a-Lo’s,4.0
92,67,67,Independent,4fc4dbb1e4b0441dc0ac7df8,35.136701,-80.937797,Automotive Shop,aakI28ewBJufSoHjARwmEw,NTB - National Tire & Battery,2.5
93,100,100,Independent,4d1cddda763fb1f7db878e66,35.042390999999995,-80.84751700000002,Drugstore / Pharmacy,knBzZ_fJFLDLb4NnVA2Plw,Walgreens,2.5
94,97,3401,Combined,4b65f464f964a520c80a2be3,35.093261,-80.877527,Hardware Store,nL6eT6SqnSIMOceC22dTkA,The Home Depot,3.5
95,92,3210,Combined,4b09e545f964a520571f23e3,35.081045,-80.877163,Sporting Goods Shop,UFQR4e86WtDcFsIe7tcX6Q,REI,4.0
96,87,3502,Combined,4dcb2b11d16478749f9da809,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,Salsarita's Express,2.5
97,82,3303,Combined,4c40b732d691c9b64aa28b0a,35.088815000000004,-80.860057,Grocery Store,AVF87C3Z2kkS-Ct7Mely9Q,Dollar Tree,3.5
98,90,3211,Combined,4b1f29f5f964a520922424e3,35.086753,-80.847398,Grocery Store,Shfg3OSN0LuexhugwaVdaA,7-Eleven,2.5
99,108,108,Independent,4c4b8eee5609c9b6cdcd4491,35.13878,-80.87779300000003,Chinese Restaurant,nNz_7luh2aD1_U9N3tJUMA,Fortune Garden,3.5
100,109,3304,Combined,4b108514f964a520217223e3,35.058819,-80.81559200000002,Grocery Store,k6m_tyBCQ7Pe2BeHXFXj6w,Target,3.5
101,114,114,Independent,4bc8f720fb84c9b6872f1a3e,35.184704,-80.729647,Grocery Store,MmNn_zBCsdKyOaX0Kvq7LA,Food Lion,2.0
102,115,115,Independent,4bbcc320a0a0c9b6e7c01a0f,35.275019,-80.793888,Fast Food Restaurant,B3nwV9J5KWp22FBvI6qxow,Taco Bell,2.5
103,116,3502,Combined,4b8d79b1f964a520f2fd32e3,35.218605,-80.94241600000002,Coffee Shop,GpawXT0eroxrkMqsv4ISKg,Starbucks,2.0
104,119,3502,Combined,4b6ad2e5f964a5200ee22be3,35.218093,-80.942245,Seafood Restaurant,djPTbIprBXGqaV-D8eq77A,Phillips Seafood,2.5
105,121,3502,Combined,4e20d788814d32181a6d9fe5,35.219276,-80.942545,Burger Joint,zaLFPpm-t89qSDOaFVgwDQ,Bad Daddy's Burger Bar,3.0
106,113,3502,Combined,4ae25273f964a5203f8d21e3,35.220085,-80.943374,Mexican Restaurant,DMwU0igEs9K7XuI3utsr6g,Tequileria,2.0
107,122,3502,Combined,4c5d9e066147be9a60859209,35.224425,-80.94063,Coffee Shop,Gsbt1IoWkjrh9nExM7BIFw,Starbucks,3.5
108,123,3502,Combined,4bc8c66f12bdb7133e013d94,35.220398,-80.943511,Coffee Shop,IrDBZjJvYUCvdOgE2DE0iQ,Starbucks,2.5
109,128,128,Independent,4b65de97f964a5200c052be3,35.170665,-80.961912,Drugstore / Pharmacy,BZ6DEgPPgJwKKIIno8ir2w,CVS Pharmacy,3.5
110,118,3502,Combined,4bafbc5df964a520781c3ce3,35.220442,-80.940163,Bar,4buRElPC3-ka-s2q55VVFw,Carolina Beer Company,2.0
111,124,3502,Combined,4b96c1c3f964a5208de234e3,35.22045,-80.94001300000002,Bagel Shop,yY2fvUV7g5yAHIKcUfJqIA,The Great American Bagel Bakery,2.0
112,117,3502,Combined,4dfe55321495014331aaea15,35.220376,-80.941048,Dessert Shop,qKdqQAgUepS1rF_FTtScgQ,Pinkberry,3.0
113,127,127,Independent,4b745ecaf964a52030d82de3,35.228437,-80.92397199999998,Fast Food Restaurant,CLl2D8uz-Oh7KZwBhqFXIQ,KFC,2.5
114,125,125,Independent,4b6ed0c2f964a520cbcb2ce3,35.229005,-80.925912,Fried Chicken Joint,ydh6a3M6EEAQdZFyLHFcrQ,Bojangles' Famous Chicken 'n Biscuits,3.0
115,130,3119,Combined,4b511fe6f964a520ac4327e3,35.200448,-80.843917,Thai Restaurant,EPBEz9ifFo6JqPUUH_BdMg,Thai Thai Takeout,3.5
116,136,3000,Combined,4b0b2949f964a520e42d23e3,35.201419,-80.843733,American Restaurant,f316rUVOmOM2VidXN2KAvg,131 Main,4.0
117,134,134,Independent,4b058642f964a520ab5a22e3,35.191451,-80.84429,Park,foD6m1lhxAAfNEHdUbBpOA,Freedom Park,4.5
118,143,143,Independent,4b171c5cf964a5207ec223e3,35.179263,-80.883586,Mexican Restaurant,6BcIG-1lnc58bxTlxQq17A,Tres Pesos Bar and Grill,2.5
119,145,145,Independent,4b390318f964a520385425e3,35.088736,-80.87177199999998,Coffee Shop,vD2ZQzqrg9m9W-eyruyHXg,Starbucks,2.5
120,135,135,Independent,4b0c92a1f964a520803f23e3,35.197676,-80.85284200000002,Sushi Restaurant,osSwv6CJy5hDKQdOKeyTow,Ru San's,4.0
121,172,172,Independent,4bc46cccabf4952159f9c493,35.196665,-80.850528,Automotive Shop,_kzarUCQO9zN5ugWyEnnkw,Mavis Discount Tire,2.5
122,171,171,Independent,4eef719ee300215595c02e95,35.213654,-80.833332,Burrito Place,3yymiTfNro2fmv6FedUW3w,Chipotle Mexican Grill,3.5
123,160,160,Independent,4b05863ff964a520285a22e3,35.209993,-80.85588800000002,Thai Restaurant,aIJqDWUt10iS45zYCr0KcQ,Thai Taste,3.5
124,166,166,Independent,4b215398f964a520333a24e3,35.22154000000001,-80.821864,Coffee Shop,8yEFijvcNQ9JIGVWc3EgUw,Central Coffee Company,4.5
125,129,129,Independent,4b0ad2fef964a520772823e3,35.213944,-80.769663,Greek Restaurant,vxadNrpTY7OHNmWsrEpNnA,Landmark Diner Restaurant,3.5
126,158,158,Independent,500990d3e4b053e656e5abf3,35.200426,-80.851966,Yoga Studio,owjRcGYveYpZZBMl3LKqMg,Yoga Shala Charlotte,4.5
127,131,131,Independent,4b213251f964a5200f3824e3,35.213628,-80.832386,Breakfast Spot,3vkP6t_kKN3JT8MMUaBVEA,Original Pancake House,4.0
128,155,155,Independent,4da5bdff93a01f42faccb1d2,35.116407,-80.842917,Golf Course,ctJZdWvBZe5kPo_vKIMJNg,Quail Hollow Club,4.5
129,165,3224,Combined,4b1ffb9cf964a520af2b24e3,35.17615900000001,-80.875812,Drugstore / Pharmacy,dQe45QtHR1HFvTmCGtHPDQ,Walgreens,3.0
130,168,3228,Combined,4b0b230bf964a5208c2d23e3,35.211965,-80.83537,Grocery Store,fnxKfHf-ANBph4EqVARvQQ,Trader Joe's,4.5
131,142,142,Independent,4bbb5f071261d13a6994eb98,35.146644,-80.92705699999998,Sandwich Place,hrkIQJhNISQEuo1EwfiugQ,Lennys Subs,4.0
132,164,164,Independent,4b3a92a3f964a5202e6a25e3,35.139025,-80.93186800000002,Multiplex,iXbjlUTqxlurMNAy58lYnQ,Ayrsley Grand Cinemas 14,4.0
133,161,161,Independent,4b1682eaf964a520deb923e3,35.151197,-80.841157,Sandwich Place,-kyvpeXIuQDKIYDkAK7ryw,Panera Bread,3.0
134,170,170,Independent,4b298f84f964a520eea024e3,35.223904,-80.846972,Park,FEuplTASIvFlNQdmDQnSuQ,The Green,4.5
135,175,175,Independent,4b0d92c3f964a520504b23e3,35.212447,-80.817937,Salad Place,S3kcGHznDcyzsxkOhSZeLg,Crisp,3.5
136,173,3224,Combined,4e31c4302fb6ede816e36e4f,35.176161,-80.87575,Video Store,HTWFC8DRoviszoKC6PVTZA,Gamestop,4.0
137,177,177,Independent,4dc83e9752b1cf5c16292e77,35.192473,-80.88127800000002,Food,VHF_gWDDWUYhWbT7B9RalQ,Johnny Dollars,3.0
138,153,153,Independent,4f71cf74e4b03bf2b025b79f,35.174465000000005,-80.918109,Gym,lCBnx2mD7QqFyfhIsLTLLw,Renaissance Park Golf Course,2.5
139,154,154,Independent,4b955248f964a5204a9c34e3,35.173841,-80.910752,Golf Course,lCBnx2mD7QqFyfhIsLTLLw,Renaissance Park Golf Course,2.5
140,157,157,Independent,4bc9dfa5cc8cd13a7950bccf,35.177786,-80.90718199999998,Park,FrFkBFXZvB8vC0O5Wcv5Jw,Renaissance Park,4.0
141,149,149,Independent,4b1d5b34f964a5204d0f24e3,35.170695,-80.849633,Southern / Soul Food Restaurant,mOMeDQB8NjdBTTzKtikAYg,The Roasting Company,4.0
142,152,152,Independent,501e07c6e4b035a22090004e,35.202543,-80.865845,Food & Drink Shop,ItJubFPMOuc1MWoKqRgygA,Penn Station East Coast Subs,3.5
143,140,140,Independent,4ba2407ef964a5202be737e3,35.059945,-80.9126,Church,l9ZweBazCzsxb8Yvodcm8g,Morningstar Fellowship Church,5.0
144,159,159,Independent,4b05863bf964a5206e5922e3,35.203004,-80.8645,BBQ Joint,FSB3Jb4t11KkMyEi_7-s6Q,Mac's Speed Shop - Southend,4.0
145,163,163,Independent,4b403979f964a520fbb625e3,35.178899,-80.876323,Diner,Fxgvku1h-G2UnNMdFBhWbw,Skyland Family Restaurant,3.5
146,146,3403,Combined,4b3d562cf964a520a29225e3,35.145707,-80.92959499999998,Grocery Store,oWQaP9yP77B3Au0LAEevdQ,Publix,4.0
147,147,147,Independent,4b086edbf964a520c90b23e3,35.095158000000005,-80.864008,Chinese Restaurant,q_Oe5sLa138EA-AY6nggeQ,China Go Go,4.5
148,150,150,Independent,4f0ac1b2e4b08f524b0b78c4,35.219648,-80.849663,Gym / Fitness Center,8zBhtpDGERGiHU48BWQVDQ,Fitness Connection,3.0
149,144,144,Independent,4e19b70b14957dc705e34a4a,35.199693,-80.852745,Grocery Store,Uo8NoBOccOpdIXB7WYmccQ,Food Lion,3.5
150,176,3502,Combined,4bec8191fd60a593321d3bf1,35.220753,-80.94184200000002,Coffee Shop,JJDujDLx_jqdk3m-kM9L8g,Starbucks,2.5
151,148,3120,Combined,4b23dcedf964a520745b24e3,35.203042,-80.844993,Sandwich Place,IdJw-ZVnIXmWRboBIVADBQ,Roly Poly,4.5
152,138,138,Independent,4b0b0c1cf964a520112c23e3,35.21256599999999,-80.817992,Coffee Shop,gqo-fkQyjs4ojJnDIsJyiQ,Starbucks,3.5
153,162,162,Independent,4b05863ef964a520ee5922e3,35.210644,-80.85651,American Restaurant,D2ojX9bvE0_-aIj9BhdZZA,300 East,4.0
154,156,156,Independent,4b92c8e6f964a520761b34e3,35.061890000000005,-80.957707,Automotive Shop,bK17vbsRd2_CWxDkHaWkMA,Stateline Chrysler Jeep Dodge,2.5
155,132,3212,Combined,4b5cf60bf964a520b84c29e3,35.054181,-80.848198,American Restaurant,vNllp243LmFMVO0MNyhM1A,Fox & Hound,2.5
156,137,137,Independent,4c2101df132f0f47699aa796,35.105234,-80.943446,Theme Park Ride / Attraction,iGNKCArayWp4fnaFHY_tZg,Fury 325,5.0
157,169,3120,Combined,4dcec8e952b1f8915b9fa3c6,35.20252,-80.84513199999998,Dessert Shop,RU3FQytaAbM550pnzA2uHg,Davidson Chocolate Co,3.5
158,139,139,Independent,4c891efbda5da1cd07cd39e9,35.245138,-80.831345,Laundry Service,pevlqAkMI97CFCb8RgtyAg,American Dry Cleaners,3.5
159,178,178,Independent,4b82cfedf964a520a2e630e3,35.191456,-80.924006,Hotel,nuhx24_a0iySSpAfQe2DAg,DoubleTree By Hilton Hotel Charlotte Airport,2.5
160,179,3108,Combined,4b17e4bbf964a52059c923e3,35.119044,-80.95729200000002,Pizza Place,qcTaluNjodgXvSE-MFYvKQ,Cicis,2.5
161,180,180,Independent,4eb96850cc2143e829a79a61,35.121165000000005,-80.950201,Automotive Shop,L7onn3bgx-8HgKERSuHtKg,Arowinds Tire & Auto Center,5.0
162,182,182,Independent,4b6171fdf964a520d4132ae3,35.223455,-80.947142,Rental Car Location,rcmyfx3bQu4OZEffmr-10A,Airport Cell Phone Lot 2,3.0
163,183,183,Independent,4b14731af964a5204aa323e3,35.233004,-80.851761,Hotel,Ojy7F0VsmEsfQHGmSOA4Lw,DoubleTree By Hilton Hotel Charlotte,3.5
164,185,185,Independent,4c7559e33adda1434e1407af,35.203193,-80.840987,Hospital,MJv-Pt5DfLGQBRK9KbC-hA,Levine Children's Hospital,3.5
165,187,187,Independent,4b0863fcf964a520c60a23e3,35.215914,-80.821772,Pizza Place,WPV0ucYjnb2HOrNxSopv6A,Hawthorne's NY Pizza & Bar,4.0
166,184,3309,Combined,4b257bb9f964a520ae7224e3,35.173025,-80.847928,Arts & Crafts Store,-Mwyd0NjrJ6hS0LzRlOLTg,Michaels,3.0
